,Rainfall,LakeLevel,AverageGate,FlowRate,y_step_1,y_step_2,y_step_3
2018-01-29,0.0,279.15662498176096,549.0,24.795148548771643,549.0,549.0,549.0
2018-01-30,0.0,279.1533333177368,549.0,24.684175818131745,549.0,549.0,549.0
2018-01-31,0.0,279.14791665251056,549.0,24.53186739216414,549.0,549.0,1200.0
2018-02-01,24.674999999999997,279.151374989748,549.0,24.53186739216414,549.0,1200.0,1200.0
2018-02-02,40.466999999999985,279.2139166459441,1200.0,35.939471399449204,1200.0,1200.0,549.0
2018-02-03,1.974,279.1914583161473,1200.0,34.99815538844087,1200.0,549.0,600.0
2018-02-04,0.0,279.1728695558465,549.0,26.012919813935053,549.0,600.0,600.0
2018-02-05,0.0,279.16858332256476,600.0,26.012919813935053,600.0,600.0,600.0
2018-02-06,0.0,279.15849998245636,600.0,25.928289542719902,600.0,600.0,600.0
2018-02-07,0.0,279.15679164876536,600.0,25.787457578025005,600.0,600.0,600.0
2018-02-08,0.0,279.14462498972813,600.0,25.660946420656835,600.0,600.0,589.0
2018-02-09,20.2335,279.1448333241045,600.0,25.56268020539115,600.0,589.0,589.0
2018-02-10,31.0905,279.17233332147197,589.0,26.069383341566184,589.0,589.0,1400.0
2018-02-11,48.8565,279.2169166545073,589.0,26.295674021164437,589.0,1400.0,1400.0
2018-02-12,42.93449999999999,279.30370832135276,1400.0,40.18124606356684,1400.0,1400.0,1400.0
2018-02-13,5.922,279.3114999895294,1400.0,40.13214577255904,1400.0,1400.0,1400.0
2018-02-14,28.129499999999997,279.31091665377215,1400.0,40.08306371848397,1400.0,1400.0,1400.0
2018-02-15,0.4935,279.3092499837279,1400.0,40.05035451098221,1400.0,1400.0,1400.0
2018-02-16,0.0,279.29320832739273,1400.0,39.463123118060864,1400.0,1400.0,1400.0
2018-02-17,6.909,279.2805833160877,1400.0,38.89501530120735,1400.0,1400.0,1400.0
2018-02-18,0.0,279.2652083178361,1400.0,38.410333922051116,1400.0,1400.0,1400.0
2018-02-19,6.909,279.2559999838471,1400.0,37.95984888680546,1400.0,1400.0,1400.0
2018-02-20,14.805,279.2613333205382,1400.0,38.0401451570301,1400.0,1400.0,1400.0
2018-02-21,0.0,279.24762498488025,1400.0,37.73527423980494,1400.0,1400.0,1400.0
2018-02-22,0.987,279.2329166546464,1400.0,37.04837528556091,1400.0,1400.0,1400.0
2018-02-23,0.0,279.2182083194454,1400.0,36.4449678062072,1400.0,1400.0,579.0
2018-02-24,0.0,279.20241665492455,1400.0,35.82920337426934,1400.0,579.0,579.0
2018-02-25,0.0,279.1917499790589,579.0,26.18244929658093,579.0,579.0,579.0
2018-02-26,0.0,279.1934999788801,579.0,26.041146349266555,579.0,579.0,579.0
2018-02-27,0.987,279.2016666521628,579.0,26.15415702441044,579.0,579.0,1400.0
2018-02-28,0.4935,279.20962497989336,579.0,26.2531932367083,579.0,1400.0,1400.0
2018-03-01,2.961,279.1989166552822,1400.0,35.483426757315485,1400.0,1400.0,1400.0
2018-03-02,0.0,279.1812916487455,1400.0,35.01377591107335,1400.0,1400.0,1400.0
2018-03-03,0.0,279.1608333180348,1400.0,34.15830856273632,1400.0,1400.0,579.0
2018-03-04,0.0,279.13729165891806,1400.0,33.49453213035842,1400.0,579.0,579.0
2018-03-05,0.0,279.1268749922514,579.0,24.975842766642813,579.0,579.0,590.0
2018-03-06,0.987,279.1324999968211,579.0,24.98976128634477,579.0,590.0,590.0
2018-03-07,3.948,279.1409166606764,590.0,25.33857610217034,590.0,590.0,590.0
2018-03-08,2.961,279.1426666604976,590.0,25.506594329378988,590.0,590.0,590.0
2018-03-09,1.4805,279.13462498933075,590.0,25.47856717836059,590.0,590.0,590.0
2018-03-10,0.0,279.13333331942556,590.0,25.33857610217034,590.0,590.0,590.0
2018-03-11,0.0,279.13095833261804,590.0,25.25471601993048,590.0,590.0,590.0
2018-03-12,39.48,279.12966666022936,590.0,25.198848774801984,590.0,590.0,590.0
2018-03-13,0.0,279.1520833201706,590.0,25.759330574044856,590.0,590.0,590.0
2018-03-14,0.4935,279.15741665065286,590.0,25.70309230931104,590.0,590.0,590.0
2018-03-15,0.0,279.1541249853869,590.0,25.70309230931104,590.0,590.0,590.0
2018-03-16,0.0,279.1493749906619,590.0,25.64690129242761,590.0,590.0,590.0
2018-03-17,0.0,279.14670832479993,590.0,25.53463200627625,590.0,590.0,590.0
2018-03-18,0.0,279.1397083255152,590.0,25.42254446862762,590.0,590.0,590.0
2018-03-19,0.0,279.13337499052284,590.0,25.33857610217034,590.0,590.0,590.0
2018-03-20,0.0,279.1289583298067,590.0,25.226770454700738,590.0,590.0,590.0
2018-03-21,0.0,279.1242916611333,590.0,25.1430371179742,590.0,590.0,590.0
2018-03-22,19.664999999999996,279.1198333268364,590.0,25.1430371179742,590.0,590.0,590.0
2018-03-23,2.07,279.1209583260119,590.0,25.031527437920825,590.0,590.0,590.0
2018-03-24,12.9375,279.1185416569312,590.0,25.059398945855044,590.0,590.0,590.0
2018-03-25,5.6925,279.12616666182873,590.0,25.226770454700738,590.0,590.0,590.0
2018-03-26,0.0,279.12320833057163,590.0,25.17093766132351,590.0,590.0,590.0
2018-03-27,0.0,279.1209166586399,590.0,25.1430371179742,590.0,590.0,590.0
2018-03-28,0.0,279.1161666564643,590.0,25.031527437920825,590.0,590.0,590.0
2018-03-29,0.5175,279.1108333234985,590.0,24.96192954504488,590.0,590.0,399.0
2018-03-30,0.0,279.10741665860013,590.0,24.892395240648387,590.0,399.0,399.0
2018-03-31,0.0,279.10670832693575,399.0,19.896111124988792,399.0,399.0,399.0
2018-04-01,0.0,279.1127083217104,399.0,19.934749634247662,399.0,399.0,399.0
2018-04-02,0.0,279.1154999921719,399.0,19.986315522692266,399.0,399.0,399.0
2018-04-03,0.0,279.1182083229224,399.0,20.037920751335275,399.0,399.0,399.0
2018-04-04,0.0,279.1214583245416,399.0,20.05083365984838,399.0,399.0,399.0
2018-04-05,0.0,279.1214583245416,399.0,20.14127984480327,399.0,399.0,399.0
2018-04-06,0.0,279.1262916552524,399.0,20.270724693428352,399.0,399.0,399.0
2018-04-07,0.0,279.1225833274424,399.0,20.244814297878182,399.0,399.0,399.0
2018-04-08,0.0,279.1248333295186,399.0,20.32258562559849,399.0,399.0,399.0
2018-04-09,0.0,279.12179166227577,399.0,20.32258562559849,399.0,399.0,399.0
2018-04-10,5.175,279.1276521674965,399.0,20.34852997104604,399.0,399.0,399.0
2018-04-11,13.454999999999998,279.13458332568405,399.0,20.60861317962013,399.0,399.0,399.0
2018-04-12,1.035,279.1268749972184,399.0,20.42643702415276,399.0,399.0,349.0
2018-04-13,0.0,279.1148333241542,399.0,20.28368864236763,399.0,349.0,349.0
2018-04-14,4.14,279.12266666218636,349.0,18.610189306481026,349.0,349.0,400.0
2018-04-15,0.0,279.122916662693,349.0,18.660559023802573,349.0,400.0,400.0
2018-04-16,18.112499999999997,279.1322916612029,400.0,20.53046913095436,400.0,400.0,400.0
2018-04-17,0.5175,279.13820832620064,400.0,20.569532990441353,400.0,400.0,349.0
2018-04-18,1.5524999999999998,279.1324166658024,400.0,20.491439668654536,400.0,349.0,349.0
2018-04-19,0.0,279.13191666230557,349.0,18.78668363496104,349.0,349.0,349.0
2018-04-20,0.0,279.12770832851527,349.0,18.76143188529014,349.0,349.0,349.0
2018-04-21,0.0,279.1278749967615,349.0,18.76143188529014,349.0,349.0,349.0
2018-04-22,0.0,279.12795832653836,349.0,18.78668363496104,349.0,349.0,349.0
2018-04-23,0.0,279.1274583230416,349.0,18.76143188529014,349.0,349.0,349.0
2018-04-24,0.0,279.1253333280484,349.0,18.723586496812892,349.0,349.0,349.0
2018-04-25,0.0,279.1226666634281,349.0,18.710975236010917,349.0,349.0,349.0
2018-04-26,0.0,279.12245832780997,349.0,18.698366775820663,349.0,349.0,550.0
2018-04-27,0.0,279.12379166136185,349.0,19.681190849994678,349.0,550.0,1500.0
2018-04-28,40.8825,279.1389583215117,550.0,24.850712590252975,550.0,1500.0,1500.0
2018-04-29,155.24999999999994,279.27112497538326,1500.0,42.21215149476077,1500.0,1500.0,1500.0
2018-04-30,6.7275,279.3378333215912,1500.0,42.46213967653714,1500.0,1500.0,1500.0
2018-05-01,0.0,279.3207916582624,1500.0,41.71363549825155,1500.0,1500.0,1500.0
2018-05-02,0.0,279.2997083182136,1500.0,40.95323827531017,1500.0,1500.0,1500.0
2018-05-03,0.0,279.2823749845226,1500.0,39.98494788420125,1500.0,1500.0,1500.0
2018-05-04,0.0,279.2637916545073,1500.0,39.430569357695305,1500.0,1500.0,1500.0
2018-05-05,0.0,279.2489583209157,1500.0,38.733226743681065,1500.0,1500.0,1500.0
2018-05-06,0.0,279.23366665492455,1500.0,38.13661592721748,1500.0,1500.0,1500.0
2018-05-07,0.0,279.21720831493536,1500.0,37.623153581393126,1500.0,1500.0,1500.0
2018-05-08,0.0,279.19641664773224,1500.0,37.01653441266197,1500.0,1500.0,1500.0
2018-05-09,0.0,279.1851249873638,1500.0,36.34999572782758,1500.0,1500.0,589.0
2018-05-10,0.0,279.1751666555802,1500.0,35.84494515234965,1500.0,589.0,589.0
2018-05-11,2.5875,279.16829164723555,589.0,26.494222916196023,589.0,589.0,1500.0
2018-05-12,13.454999999999998,279.18470831612746,589.0,26.636354354312644,589.0,1500.0,1500.0
2018-05-13,10.35,279.19404346320937,1500.0,36.50832422262335,1500.0,1500.0,1500.0
2018-05-14,7.7625,279.1847916483879,1500.0,36.12873717674308,1500.0,1500.0,1500.0
2018-05-15,41.39999999999999,279.1882083182533,1500.0,36.09716865501506,1500.0,1500.0,1500.0
2018-05-16,1.035,279.1989583189289,1500.0,36.65102343868624,1500.0,1500.0,589.0
2018-05-17,2.5875,279.1833749825756,1500.0,36.27092839999415,1500.0,589.0,589.0
2018-05-18,0.0,279.1747499818603,589.0,26.607908956331254,589.0,589.0,589.0
2018-05-19,1.035,279.1834999884168,589.0,26.679043214322625,589.0,589.0,1500.0
2018-05-20,0.0,279.1897916510701,589.0,26.89284333530963,589.0,1500.0,1500.0
2018-05-21,0.5175,279.18174998114506,1500.0,36.17610881210656,1500.0,1500.0,1500.0
2018-05-22,0.5175,279.1677083164453,1500.0,35.51481091346359,1500.0,1500.0,589.0
2018-05-23,18.63,279.1605416464309,1500.0,35.26398834885207,1500.0,589.0,589.0
2018-05-24,0.5175,279.1562916489939,589.0,26.295668808760343,589.0,589.0,589.0
2018-05-25,8.28,279.17049998193977,589.0,26.437441263209813,589.0,589.0,559.0
2018-05-26,0.0,279.1744583263993,589.0,26.593691450295587,589.0,559.0,559.0
2018-05-27,1.5524999999999998,279.1801666532953,559.0,26.083507064405932,559.0,559.0,559.0
2018-05-28,0.0,279.1827083195249,559.0,26.012919813935053,559.0,559.0,559.0
2018-05-29,0.0,279.1821666523814,559.0,25.97059420987514,559.0,559.0,559.0
2018-05-30,0.0,279.1850833162665,559.0,26.041146349266555,559.0,559.0,559.0
2018-05-31,0.0,279.1869999905427,559.0,26.041146349266555,559.0,559.0,559.0
2018-06-01,0.0,279.18979165355364,559.0,26.09763078724568,559.0,559.0,559.0
2018-06-02,0.0,279.1922916486859,559.0,26.09763078724568,559.0,559.0,1200.0
2018-06-03,49.1625,279.2021249845624,559.0,26.18244929658093,559.0,1200.0,1200.0
2018-06-04,19.1475,279.23337498207883,1200.0,37.25559279886204,1200.0,1200.0,1200.0
2018-06-05,63.135,279.2598333224654,1200.0,38.70089052250786,1200.0,1200.0,1500.0
2018-06-06,5.174999999999999,279.25970832655827,1200.0,38.45870433745091,1200.0,1500.0,1500.0
2018-06-07,0.5175,279.2466249803702,1500.0,38.9273991087815,1500.0,1500.0,1500.0
2018-06-08,0.0,279.2342499857147,1500.0,38.50709785858584,1500.0,1500.0,1500.0
2018-06-09,0.0,279.22254165410993,1500.0,38.00801551471966,1500.0,1500.0,1500.0
2018-06-10,0.0,279.2095416501164,1500.0,37.479180671935,1500.0,1500.0,1500.0
2018-06-11,3.4755,279.19362498472134,1500.0,37.08024070145648,1500.0,1500.0,1500.0
2018-06-12,17.874,279.20170831332604,1500.0,37.22368356862786,1500.0,1500.0,1500.0
2018-06-13,0.993,279.2150833174586,1500.0,37.59114474149968,1500.0,1500.0,1500.0
2018-06-14,0.0,279.2000416482488,1500.0,37.159908343099524,1500.0,1500.0,559.0
2018-06-15,0.0,279.1869999880592,1500.0,36.63515921787487,1500.0,559.0,559.0
2018-06-16,8.937000000000001,279.183374980092,559.0,26.196593910765554,559.0,559.0,1500.0
2018-06-17,2.4825,279.1962499782443,559.0,32.728602227446515,559.0,1500.0,1500.0
2018-06-18,1.986,279.19387497901914,1500.0,36.85746752810373,1500.0,1500.0,1500.0
2018-06-19,0.993,279.18424998869494,1500.0,36.54001510201824,1500.0,1500.0,559.0
2018-06-20,0.0,279.1685833200812,1500.0,35.8449498776547,1500.0,559.0,559.0
2018-06-21,0.0,279.15774997721115,559.0,25.67499154888606,559.0,559.0,559.0
2018-06-22,0.0,279.162583317856,559.0,25.717147939687873,559.0,559.0,559.0
2018-06-23,0.0,279.1700416495402,559.0,25.82969035633548,559.0,559.0,539.0
2018-06-24,0.4965,279.1788333147764,559.0,25.82969035633548,559.0,539.0,539.0
2018-06-25,10.426499999999999,279.1932083209355,539.0,25.745264448788774,539.0,539.0,539.0
2018-06-26,2.979,279.18933332363764,539.0,25.787457578025005,539.0,539.0,539.0
2018-06-27,0.0,279.1959166492025,539.0,25.787457578025005,539.0,539.0,539.0
2018-06-28,0.0,279.2000833193461,539.0,25.886017780445002,539.0,539.0,539.0
2018-06-29,0.4965,279.2029999857147,539.0,25.928289542719902,539.0,539.0,539.0
2018-06-30,0.0,279.19387498895327,539.0,25.787469534233065,539.0,539.0,1200.0
2018-07-01,4.4685,279.1967083180944,539.0,25.717147939687873,539.0,1200.0,1200.0
2018-07-02,0.4965,279.184083319207,1200.0,35.92370600797244,1200.0,1200.0,539.0
2018-07-03,0.0,279.16320831725994,1200.0,35.34232575241345,1200.0,539.0,560.0
2018-07-04,0.0,279.1433749909202,539.0,25.07333729319427,539.0,560.0,560.0
2018-07-05,0.0,279.1462916572888,560.0,25.43654751275735,560.0,560.0,560.0
2018-07-06,0.0,279.15104165449736,560.0,25.52061316782762,560.0,560.0,560.0
2018-07-07,0.0,279.15258332366744,560.0,25.53463200627625,560.0,560.0,1100.0
2018-07-08,4.965,279.1549999865393,560.0,25.59073892306605,560.0,1100.0,1400.0
2018-07-09,13.4055,279.1630416502555,1100.0,34.65514896018766,1100.0,1400.0,559.0
2018-07-10,2.979,279.1466249875724,1400.0,35.17008471287507,1400.0,559.0,559.0
2018-07-11,0.4965,279.13079166188834,559.0,25.28266410425047,559.0,559.0,559.0
2018-07-12,0.0,279.130916660279,559.0,25.184893218062747,559.0,559.0,559.0
2018-07-13,3.4755,279.13691665877894,559.0,25.296635507581673,559.0,559.0,559.0
2018-07-14,2.979,279.15324998547635,559.0,25.47856717836059,559.0,559.0,1200.0
2018-07-15,31.279499999999995,279.16545831561086,559.0,25.56268020539115,559.0,1200.0,559.0
2018-07-16,0.4965,279.1774999886751,1200.0,35.797717041301766,1200.0,559.0,559.0
2018-07-17,0.4965,279.17458332230643,559.0,25.984703739163447,559.0,559.0,1500.0
2018-07-18,0.0,279.1777916515867,559.0,25.956484680586836,559.0,1500.0,1500.0
2018-07-19,14.895,279.17920831988255,1500.0,35.923724896063845,1500.0,1500.0,1500.0
2018-07-20,0.0,279.16354165126876,1500.0,35.84494515234965,1500.0,1500.0,1500.0
2018-07-21,0.0,279.1423333227634,1500.0,35.107527343498745,1500.0,1500.0,1500.0
2018-07-22,10.4265,279.13162499442694,1500.0,34.67071495415193,1500.0,1500.0,1500.0
2018-07-23,0.4965,279.1165416590869,1500.0,34.00354372785715,1500.0,1500.0,1500.0
2018-07-24,0.0,279.09783332571385,1500.0,33.37154356681889,1500.0,1500.0,1500.0
2018-07-25,0.0,279.0806249941389,1500.0,32.60630139788759,1500.0,1500.0,1500.0
2018-07-26,0.4965,279.06554165755705,1500.0,32.0590937320129,1500.0,1500.0,1500.0
2018-07-27,0.993,279.05249999488393,1500.0,31.54520419756016,1500.0,1500.0,1500.0
2018-07-28,0.0,279.0391666618486,1500.0,30.929290196651205,1500.0,1500.0,1500.0
2018-07-29,1.986,279.0269999916355,1500.0,30.525966073319196,1500.0,1500.0,1500.0
2018-07-30,0.0,279.01529166375593,1500.0,30.21352790242101,1500.0,1500.0,900.0
2018-07-31,0.0,279.0073333298166,1500.0,28.04297885303258,1500.0,900.0,639.0
2018-08-01,1.986,279.00595832918583,900.0,28.057419947629587,900.0,639.0,700.0
2018-08-02,0.4965,279.0010833333333,639.0,25.64690129242761,639.0,700.0,649.0
2018-08-03,7.944000000000001,279.0048348615014,700.0,25.84376697171767,700.0,649.0,649.0
2018-08-04,13.902000000000001,279.01360448847214,649.0,25.324594145370398,649.0,649.0,599.0
2018-08-05,19.86,279.03720706726114,649.0,25.5486561058337,649.0,599.0,599.0
2018-08-06,4.4685,279.06505878170327,599.0,25.15699796163485,599.0,599.0,599.0
2018-08-07,2.979,279.06924999405936,599.0,25.059398945855044,599.0,599.0,549.0
2018-08-08,35.748000000000005,279.10370832830665,599.0,25.717158438199448,599.0,549.0,549.0
2018-08-09,0.4965,279.13045832787947,549.0,25.198854058012124,549.0,549.0,549.0
2018-08-10,0.0,279.13349999388055,549.0,25.1430371179742,549.0,549.0,549.0
2018-08-11,0.0,279.13754166439173,549.0,25.226770454700738,549.0,549.0,549.0
2018-08-12,0.0,279.1411249950528,549.0,25.24074323731561,549.0,549.0,549.0
2018-08-13,2.4825,279.14620832254485,549.0,25.25471601993048,549.0,549.0,1500.0
2018-08-14,14.895000000000001,279.17587498476104,549.0,25.871930684676112,549.0,1500.0,1500.0
2018-08-15,2.979,279.1661666547258,1500.0,36.460806696596144,1500.0,1500.0,549.0
2018-08-16,0.0,279.1450833171606,1500.0,35.53051009996378,1500.0,549.0,549.0
2018-08-17,2.4825,279.1356666587293,549.0,25.25471601993048,549.0,549.0,549.0
2018-08-18,4.468500000000001,279.14391666054723,549.0,25.324594145370398,549.0,549.0,549.0
2018-08-19,0.0,279.14729165434835,549.0,25.366550563702766,549.0,549.0,549.0
2018-08-20,11.419500000000001,279.15341664875547,549.0,25.366550563702766,549.0,549.0,549.0
2018-08-21,2.979,279.16091665029523,549.0,25.56268020539115,549.0,549.0,549.0
2018-08-22,2.4825,279.1676666602492,549.0,25.63286141800295,549.0,549.0,549.0
2018-08-23,2.4825,279.1714999789993,549.0,25.70309230931104,549.0,549.0,549.0
2018-08-24,0.0,279.1689999938011,549.0,25.73120881841194,549.0,549.0,549.0
2018-08-25,0.4965,279.1684583167235,549.0,25.70309230931104,549.0,549.0,549.0
2018-08-26,0.0,279.1683333208163,549.0,25.70309230931104,549.0,549.0,549.0
2018-08-27,0.0,279.16812498768167,549.0,25.68904192909855,549.0,549.0,549.0
2018-08-28,0.0,279.16791665703056,549.0,25.61882154357829,549.0,549.0,1200.0
2018-08-29,28.797,279.19491664965943,549.0,25.787457578025005,549.0,1200.0,1200.0
2018-08-30,8.4405,279.199624984463,1200.0,36.76212927208476,1200.0,1200.0,549.0
2018-08-31,2.979,279.1822916557391,1200.0,36.270937815312735,1200.0,549.0,549.0
2018-09-01,0.0,279.1639166514079,549.0,25.717147939687873,549.0,549.0,549.0
2018-09-02,13.4055,279.17670831481615,549.0,25.871930684676112,549.0,549.0,1200.0
2018-09-03,6.4545,279.18847824749736,549.0,26.12588868272058,549.0,1200.0,549.0
2018-09-04,7.944,279.17366665502385,1200.0,36.065609562934696,1200.0,549.0,549.0
2018-09-05,8.4405,279.16204165071247,549.0,25.787457578025005,549.0,549.0,549.0
2018-09-06,5.4615,279.17249998102585,549.0,25.857848828196893,549.0,549.0,549.0
2018-09-07,0.0,279.1695833196242,549.0,25.914197209466895,549.0,549.0,549.0
2018-09-08,0.0,279.1729999919732,549.0,25.900104876213888,549.0,549.0,549.0
2018-09-09,0.0,279.16783330986897,549.0,25.857848828196893,549.0,549.0,549.0
2018-09-10,0.0,279.16937499394015,549.0,25.801535659489147,549.0,549.0,549.0
2018-09-11,0.0,279.1685416514675,549.0,25.75932532751284,549.0,549.0,549.0
2018-09-12,0.0,279.164666651686,549.0,25.75932532751284,549.0,549.0,549.0
2018-09-13,0.0,279.15749997794626,549.0,25.67499154888606,549.0,549.0,549.0
2018-09-14,0.0,279.1564999833703,549.0,25.67499154888606,549.0,549.0,549.0
2018-09-15,0.0,279.15779164334134,549.0,25.59073892306605,549.0,549.0,549.0
2018-09-16,0.0,279.15666665285823,549.0,25.56268020539115,549.0,549.0,549.0
2018-09-17,14.5,279.15945832278334,549.0,25.632860186273223,549.0,549.0,549.0
2018-09-18,5.5,279.16524999999996,549.0,25.829689980612052,549.0,549.0,549.0
2018-09-19,0.4615,279.16454166666665,549.0,25.731214718678764,549.0,549.0,549.0
2018-09-20,0.0,279.160875,549.0,25.6890447701859,549.0,549.0,549.0
2018-09-21,0.0,279.1562916666667,549.0,25.618824550795246,549.0,549.0,549.0
2018-09-22,2.3075,279.1545,549.0,25.646901078140647,549.0,549.0,549.0
2018-09-23,0.0,279.14962499999996,549.0,25.478568140485574,549.0,549.0,549.0
2018-09-24,1.846,279.14116666666666,549.0,25.36655675473622,549.0,549.0,549.0
2018-09-25,4.1535,279.1358333333333,549.0,25.31061432180007,549.0,549.0,549.0
2018-09-26,0.0,279.13179166666663,549.0,25.282658933214183,549.0,549.0,549.0
2018-09-27,0.0,279.12983333333335,549.0,25.19885612332463,549.0,549.0,549.0
2018-09-28,0.4615,279.1247916666667,549.0,25.10120771858397,549.0,549.0,399.0
2018-09-29,0.0,279.1175,549.0,24.97584722609243,549.0,399.0,399.0
2018-09-30,0.0,279.1181304347826,399.0,20.47843301236645,399.0,399.0,399.0
2018-10-01,0.0,279.12454166666663,399.0,20.504447020000416,399.0,399.0,399.0
2018-10-02,2.3075,279.1274583333333,399.0,20.634686181490626,399.0,399.0,399.0
2018-10-03,0.0,279.1310833333333,399.0,20.634691810653607,399.0,399.0,399.0
2018-10-04,0.0,279.13475,399.0,20.647726994153565,399.0,399.0,399.0
2018-10-05,0.0,279.1351666666667,399.0,20.699912750203076,399.0,399.0,399.0
2018-10-06,0.0,279.13895833333333,399.0,20.686860685965566,399.0,399.0,399.0
2018-10-07,0.0,279.14074999999997,399.0,20.712964814440586,399.0,399.0,399.0
2018-10-08,0.0,279.14416666666665,399.0,20.73908018774986,399.0,399.0,399.0
2018-10-09,0.0,279.1413333333333,399.0,20.73908018774986,399.0,399.0,399.0
2018-10-10,0.0,279.1394583333333,399.0,20.712964814440586,399.0,399.0,399.0
2018-10-11,17.0755,279.1468333333333,399.0,20.634686181490626,399.0,399.0,500.0
2018-10-12,14.3065,279.1765,399.0,21.00085140248376,399.0,500.0,399.0
2018-10-13,3.2305,279.17929166666664,500.0,24.698045446076303,500.0,399.0,399.0
2018-10-14,0.0,279.1718333333333,399.0,21.211074686231623,399.0,399.0,399.0
2018-10-15,0.0,279.17308333333335,399.0,21.18475766775076,399.0,399.0,399.0
2018-10-16,0.0,279.17075,399.0,21.119015374659817,399.0,399.0,399.0
2018-10-17,0.0,279.1640833333333,399.0,21.119015374659817,399.0,399.0,399.0
2018-10-18,0.0,279.162625,399.0,21.040215155570195,399.0,399.0,399.0
2018-10-19,0.0,279.15804166666663,399.0,20.96151563886812,399.0,399.0,399.0
2018-10-20,0.0,279.15091666666666,399.0,20.922202280127262,399.0,399.0,399.0
2018-10-21,0.0,279.14275,399.0,20.81749373184897,399.0,399.0,399.0
2018-10-22,0.0,279.1405,399.0,20.765206801407206,399.0,399.0,399.0
2018-10-23,0.0,279.133875,399.0,20.73908018774986,399.0,399.0,330.0
2018-10-24,0.0,279.12766666666664,399.0,20.6607678068165,399.0,330.0,330.0
2018-10-25,0.0,279.12125,330.0,18.109085704712584,330.0,330.0,330.0
2018-10-26,0.923,279.12308333333334,330.0,18.1714698160823,330.0,330.0,330.0
2018-10-27,14.768,279.12708333333336,330.0,18.15898595877383,330.0,330.0,330.0
2018-10-28,8.7685,279.15433333333334,330.0,18.45937082186293,330.0,330.0,400.0
2018-10-29,11.537500000000001,279.16875,330.0,18.63537144899217,330.0,400.0,400.0
2018-10-30,1.3845,279.176125,400.0,21.29009268731059,400.0,400.0,400.0
2018-10-31,0.4615,279.17366666666663,400.0,21.27691744385147,400.0,400.0,400.0
2018-11-01,5.410046728971962,279.1675833333333,400.0,21.211074686231623,400.0,400.0,400.0
2018-11-02,0.0,279.15625,400.0,21.10587361938763,400.0,400.0,400.0
2018-11-03,0.0,279.155,400.0,20.9877376145754,400.0,400.0,400.0
2018-11-04,3.4427570093457946,279.14849999999996,400.0,20.90910529920547,400.0,400.0,400.0
2018-11-05,0.0,279.14095833333334,400.0,20.83057388576873,400.0,400.0,400.0
2018-11-06,0.0,279.1406666666667,400.0,20.804419191390476,400.0,400.0,400.0
2018-11-07,0.0,279.1383333333333,400.0,20.73908018774986,400.0,400.0,400.0
2018-11-08,0.491822429906542,279.133625,400.0,20.712964814440586,400.0,400.0,400.0
