,Rainfall_lead_1,Rainfall_lead_2,Rainfall_lead_3,Rainfall,LakeLevel,y_step_1,y_step_2,y_step_3
2018-02-11,3.5065676020784253,0.15735701965510288,2.1661936806808866,4.043688995174063,1.4920270752965339,589.0,1400.0,1400.0
2018-02-12,0.1570306451876726,2.1667378889682487,-0.33367416492080276,3.5076164920638693,2.813045744678033,1400.0,1400.0,1400.0
2018-02-13,2.1667528193221237,-0.33382497062144395,-0.3783146621636901,0.15716334762516354,2.9316393781579753,1400.0,1400.0,1400.0
2018-02-14,-0.3342347751563045,-0.3784778788284028,0.24665229923673243,2.1674352342883867,2.9227606752379742,1400.0,1400.0,1400.0
2018-02-15,-0.3788952679148479,0.24666283606902048,-0.3783146621636901,-0.33423644689251336,2.897393006610682,1400.0,1400.0,1400.0
2018-02-16,0.24635163070475935,-0.3784778788284028,0.24665229923673243,-0.37890915548502946,2.6532298481324994,1400.0,1400.0,1400.0
2018-02-17,-0.3788952679148479,0.24666283606902048,0.9609002551229295,0.24650876481019574,2.4610699756322845,1400.0,1400.0,1400.0
2018-02-18,0.24635163070475935,0.9611093673803615,-0.3783146621636901,-0.37890915548502946,2.2270537334017764,1400.0,1400.0,1400.0
2018-02-19,0.9609195148414533,-0.3784778788284028,-0.28903366767791544,0.24650876481019574,2.086897638289722,1400.0,1400.0,1400.0
2018-02-20,-0.3788952679148479,-0.2891720624144851,-0.3783146621636901,0.9612721022904531,2.168074064496183,1400.0,1400.0,1400.0
2018-02-21,-0.2895742823977612,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,1.959425377490881,1400.0,1400.0,1400.0
2018-02-22,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.28956373829999726,1.735556202711982,1400.0,1400.0,1400.0
2018-02-23,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,1.5116869523311154,1400.0,1400.0,579.0
2018-02-24,-0.3788952679148479,-0.3784778788284028,-0.28903366767791544,-0.37890915548502946,1.2713288118449249,1400.0,579.0,579.0
2018-02-25,-0.3788952679148479,-0.2891720624144851,-0.33367416492080276,-0.37890915548502946,1.1089759216318844,579.0,579.0,579.0
2018-02-26,-0.2895742823977612,-0.33382497062144395,-0.11047167870636615,-0.37890915548502946,1.1356119169898011,579.0,579.0,579.0
2018-02-27,-0.3342347751563045,-0.11056042958664994,-0.3783146621636901,-0.28956373829999726,1.2599133420615891,579.0,579.0,1400.0
2018-02-28,-0.11093231136358767,-0.3784778788284028,-0.3783146621636901,-0.33423644689251336,1.38104362900278,579.0,1400.0,1400.0
2018-03-01,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.11087290392993296,1.2180568211290912,1400.0,1400.0,1400.0
2018-03-02,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.9497941695503058,1400.0,1400.0,1400.0
2018-03-03,-0.3788952679148479,-0.3784778788284028,-0.28903366767791544,-0.37890915548502946,0.6384067081093819,1400.0,1400.0,579.0
2018-03-04,-0.3788952679148479,-0.2891720624144851,-0.021190684220591494,-0.37890915548502946,0.2800892298102742,1400.0,579.0,579.0
2018-03-05,-0.2895742823977612,-0.021254613172732327,-0.11047167870636615,-0.37890915548502946,0.12154162219351607,579.0,579.0,590.0
2018-03-06,-0.021611325846500898,-0.11056042958664994,-0.2443931704350281,-0.28956373829999726,0.20715739985997753,579.0,590.0,590.0
2018-03-07,-0.11093231136358767,-0.24451915420752635,-0.3783146621636901,-0.021527486744900775,0.335263824023698,590.0,590.0,590.0
2018-03-08,-0.24491378963921778,-0.3784778788284028,-0.3783146621636901,-0.11087290392993296,0.3618998193816148,590.0,590.0,590.0
2018-03-09,-0.3788952679148479,-0.3784778788284028,3.192925117267295,-0.2448910297074812,0.23950099780655185,590.0,590.0,590.0
2018-03-10,-0.3788952679148479,3.193754777728301,-0.3783146621636901,-0.37890915548502946,0.21984104517000289,590.0,590.0,590.0
2018-03-11,3.1939441527686223,-0.3784778788284028,-0.33367416492080276,-0.37890915548502946,0.18369239143045296,590.0,590.0,590.0
2018-03-12,-0.3788952679148479,-0.33382497062144395,-0.3783146621636901,3.1949075319162574,0.1640324009937855,590.0,590.0,590.0
2018-03-13,-0.3342347751563045,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.505226750219857,590.0,590.0,590.0
2018-03-14,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.33423644689251336,0.5864030819242912,590.0,590.0,590.0
2018-03-15,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.5363020592367906,590.0,590.0,590.0
2018-03-16,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.4640044304523573,590.0,590.0,590.0
2018-03-17,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.4234162551505431,590.0,590.0,590.0
2018-03-18,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.3168722737188757,590.0,590.0,590.0
2018-03-19,-0.3788952679148479,-0.3784778788284028,1.400520957454099,-0.37890915548502946,0.22047530303690924,590.0,590.0,590.0
2018-03-20,-0.3788952679148479,1.4008522931874934,-0.19106880746708063,-0.37890915548502946,0.15325120797828046,590.0,590.0,590.0
2018-03-21,1.400737133497017,-0.1911799659846242,0.7919719296901189,-0.37890915548502946,0.08222184922256341,590.0,590.0,590.0
2018-03-22,-0.19156554145044105,0.7921340764452134,0.13661143825198588,1.4012100227760216,0.01436345849604458,590.0,590.0,590.0
2018-03-23,0.7919155224876949,0.1365913814919883,-0.3783146621636901,-0.19152818935228724,0.031486587569080855,590.0,590.0,590.0
2018-03-24,0.13626147986227097,-0.3784778788284028,-0.3783146621636901,0.7922218828446096,-0.005296494140504375,590.0,590.0,590.0
2018-03-25,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,0.1363885013800117,0.11076042917801104,590.0,590.0,590.0
2018-03-26,-0.3788952679148479,-0.3784778788284028,-0.3315031984895377,-0.37890915548502946,0.06573294021631494,590.0,590.0,590.0
2018-03-27,-0.3788952679148479,-0.3316534006174581,-0.3783146621636901,-0.37890915548502946,0.030852386403217504,590.0,590.0,590.0
2018-03-28,-0.33206283629874617,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,-0.0414453557833018,590.0,590.0,590.0
2018-03-29,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.3320639139518439,-0.12262172528871979,590.0,590.0,399.0
2018-03-30,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,-0.1746253136728268,590.0,399.0,399.0
2018-03-31,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,-0.18540652558839107,399.0,399.0,399.0
2018-04-01,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,-0.09408318313425587,399.0,399.0,399.0
2018-04-02,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,-0.05159236653300273,399.0,399.0,399.0
2018-04-03,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,-0.010370027865443743,399.0,399.0,399.0
2018-04-04,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.03909685035637137,399.0,399.0,399.0
2018-04-05,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.03909685035637137,399.0,399.0,399.0
2018-04-06,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.11266290037345586,399.0,399.0,399.0
2018-04-07,-0.3788952679148479,-0.3784778788284028,0.08979997457783351,-0.37890915548502946,0.056220036130450644,399.0,399.0,399.0
2018-04-08,-0.3788952679148479,0.08976690328104366,0.8387833933642711,-0.37890915548502946,0.090466350976701,399.0,399.0,399.0
2018-04-09,0.08942904824616925,0.8389585546561579,-0.28469173481538534,-0.37890915548502946,0.044170440783218926,399.0,399.0,399.0
2018-04-10,0.8387479541037965,-0.2848289224065135,-0.3783146621636901,0.08954325984682614,0.1333706726712881,399.0,399.0,399.0
2018-04-11,-0.2852304046826445,-0.3784778788284028,-0.0038229527704712243,0.839067124377795,0.23886685334173147,399.0,399.0,399.0
2018-04-12,-0.3788952679148479,-0.0038820531408456436,-0.3783146621636901,-0.28521867241865834,0.12154169779461832,399.0,399.0,349.0
2018-04-13,-0.004235814986034199,-0.3784778788284028,1.2600865664316423,-0.37890915548502946,-0.06173943398461185,399.0,349.0,349.0
2018-04-14,-0.3788952679148479,1.2603788585546596,-0.3315031984895377,-0.004147223219544998,0.05748843846217735,349.0,349.0,400.0
2018-04-15,1.260239838648712,-0.3316534006174581,-0.237880271141233,-0.37890915548502946,0.061293588756314465,349.0,400.0,400.0
2018-04-16,-0.33206283629874617,-0.23800444419556885,-0.3783146621636901,1.260674298176465,0.20398641293072003,400.0,400.0,400.0
2018-04-17,-0.23839797306654278,-0.3784778788284028,-0.3783146621636901,-0.3320639139518439,0.29404142865509597,400.0,400.0,349.0
2018-04-18,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.2383734308854728,0.20588905422929382,400.0,349.0,349.0
2018-04-19,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.19827871584003584,349.0,349.0,349.0
2018-04-20,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.13422547540765414,349.0,349.0,349.0
2018-04-21,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.13676226117104828,349.0,349.0,349.0
2018-04-22,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.13803058790080752,349.0,349.0,349.0
2018-04-23,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.13042024951241477,349.0,349.0,349.0
2018-04-24,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.09807661376485671,349.0,349.0,349.0
2018-04-25,-0.3788952679148479,-0.3784778788284028,3.3197909680943463,-0.37890915548502946,0.057488457362236615,349.0,349.0,349.0
2018-04-26,-0.3788952679148479,3.3206558998362237,13.665124440082012,-0.37890915548502946,0.054317470433844314,349.0,349.0,550.0
2018-04-27,3.320866829757188,13.668865584454984,0.2302343656002906,-0.37890915548502946,0.07461156753521363,349.0,550.0,1500.0
2018-04-28,13.670834216915662,0.2302403379138776,-0.3783146621636901,3.32186492563663,0.3054567850354806,550.0,1500.0,1500.0
2018-04-29,0.22992634309447443,-0.3784778788284028,-0.3783146621636901,13.674663304470634,2.317108635724066,1500.0,1500.0,1500.0
2018-04-30,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,0.23007898444638286,3.3324477108584545,1500.0,1500.0,1500.0
2018-05-01,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,3.0730638756026214,1500.0,1500.0,1500.0
2018-05-02,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,2.7521634155738064,1500.0,1500.0,1500.0
2018-05-03,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,2.488340191056124,1500.0,1500.0,1500.0
2018-05-04,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,2.2054913095706477,1500.0,1500.0,1500.0
2018-05-05,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,1.979719512393234,1500.0,1500.0,1500.0
2018-05-06,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,1.746971634694334,1500.0,1500.0,1500.0
2018-05-07,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,1.4964663133544485,1500.0,1500.0,1500.0
2018-05-08,-0.3788952679148479,-0.3784778788284028,-0.1442573437929283,-0.37890915548502946,1.1800052803867362,1500.0,1500.0,1500.0
2018-05-09,-0.3788952679148479,-0.14435548777367954,0.8387833933642711,-0.37890915548502946,1.0081397695930463,1500.0,1500.0,589.0
2018-05-10,-0.14473310983433935,0.8389585546561579,0.557914611319357,-0.37890915548502946,0.8565682802996236,1500.0,589.0,589.0
2018-05-11,0.8387479541037965,0.5580116853904901,0.32385729294859533,-0.14468294781910165,0.7519267322624172,589.0,589.0,1500.0
2018-05-12,0.5577533644071864,0.3238892943357669,3.3666024317684977,0.839067124377795,1.0017977957353965,589.0,1500.0,1500.0
2018-05-13,0.32359120632667787,3.367480378047168,-0.28469173481538534,0.5579956751786818,1.143884058447573,1500.0,1500.0,1500.0
2018-05-14,3.3676992613732892,-0.2848289224065135,-0.1442573437929283,0.323769467512754,1.0030661602661395,1500.0,1500.0,1500.0
2018-05-15,-0.2852304046826445,-0.14435548777367954,-0.3783146621636901,3.368710167169815,1.0550698242513488,1500.0,1500.0,1500.0
2018-05-16,-0.14473310983433935,-0.3784778788284028,-0.28469173481538534,-0.28521867241865834,1.2186909655939115,1500.0,1500.0,589.0
2018-05-17,-0.3788952679148479,-0.2848289224065135,-0.3783146621636901,-0.14468294781910165,0.9815036986340273,1500.0,589.0,589.0
2018-05-18,-0.2852304046826445,-0.3784778788284028,-0.3315031984895377,-0.37890915548502946,0.85022626864099,589.0,589.0,589.0
2018-05-19,-0.3788952679148479,-0.3316534006174581,-0.3315031984895377,-0.28521867241865834,0.9834063588326604,589.0,589.0,1500.0
2018-05-20,-0.33206283629874617,-0.3316534006174581,1.3068980301057949,-0.37890915548502946,1.079169052746796,589.0,1500.0,1500.0
2018-05-21,-0.33206283629874617,1.3072033367656044,-0.3315031984895377,-0.3320639139518439,0.9567702500726575,1500.0,1500.0,1500.0
2018-05-22,1.3070722702648139,-0.3316534006174581,0.3706687566227476,-0.3320639139518439,0.7430481049435186,1500.0,1500.0,589.0
2018-05-23,-0.33206283629874617,0.37071377254671145,-0.3783146621636901,1.3075195397096506,0.6339672999483386,1500.0,589.0,589.0
2018-05-24,0.3704236379427795,-0.3784778788284028,-0.237880271141233,-0.3320639139518439,0.5692799150511364,589.0,589.0,589.0
2018-05-25,-0.3788952679148479,-0.23800444419556885,-0.3783146621636901,0.37061470904593946,0.7855388459428043,589.0,589.0,559.0
2018-05-26,-0.23839797306654278,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.8457871061841779,589.0,559.0,559.0
2018-05-27,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.2383734308854728,0.9326710971783125,559.0,559.0,559.0
2018-05-28,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.9713567067843856,559.0,559.0,559.0
2018-05-29,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.9631122239303073,559.0,559.0,559.0
2018-05-30,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,1.00750551172614,559.0,559.0,559.0
2018-05-31,-0.3788952679148479,-0.3784778788284028,4.068774386880784,-0.37890915548502946,1.0366783873486125,559.0,559.0,559.0
2018-06-01,-0.3788952679148479,4.069847551211338,1.3537094937799472,-0.37890915548502946,1.0791690905477798,559.0,559.0,559.0
2018-06-02,4.070185735614816,1.3540278149765492,5.332683906082898,-0.37890915548502946,1.1172204422860812,559.0,559.0,1200.0
2018-06-03,1.3539047018809156,5.334108462906843,0.08979997457783342,4.071388790167599,1.2668894225839407,559.0,1200.0,1200.0
2018-06-04,5.334661389249562,0.08976690328104357,-0.3315031984895377,1.3543647812428363,1.7425322076323662,1200.0,1200.0,1200.0
2018-06-05,0.08942904824616917,-0.3316534006174581,-0.3783146621636901,5.336210311563609,2.1452432383324624,1200.0,1200.0,1500.0
2018-06-06,-0.33206283629874617,-0.3784778788284028,-0.3783146621636901,0.08954325984682605,2.143340729336899,1200.0,1500.0,1500.0
2018-06-07,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.3320639139518439,1.944204738514214,1500.0,1500.0,1500.0
2018-06-08,-0.3788952679148479,-0.3784778788284028,-0.06393158583612192,-0.37890915548502946,1.7558502620123675,1500.0,1500.0,1500.0
2018-06-09,-0.3788952679148479,-0.06400739762620354,1.2385125875209462,-0.37890915548502946,1.577642777361028,1500.0,1500.0,1500.0
2018-06-10,-0.06437137210468075,1.2387988816400504,-0.2884909260700992,-0.37890915548502946,1.3797753022721555,1500.0,1500.0,1500.0
2018-06-11,1.238656196251726,-0.2886291699134887,-0.3783146621636901,-0.06429922901433109,1.1375145771884343,1500.0,1500.0,1500.0
2018-06-12,-0.2890312976833716,-0.3784778788284028,-0.3783146621636901,1.2390847520785622,1.2605474487262909,1500.0,1500.0,1500.0
2018-06-13,-0.3788952679148479,-0.3784778788284028,0.4300989626786282,-0.28902060506482996,1.4641226398059066,1500.0,1500.0,1500.0
2018-06-14,-0.3788952679148479,0.43016050140582396,-0.1537553219297128,-0.37890915548502946,1.2351798557001008,1500.0,1500.0,559.0
2018-06-15,0.4298804641684393,-0.1538561065411176,-0.19866718997650828,-0.37890915548502946,1.0366783495484941,1500.0,559.0,559.0
2018-06-16,-0.15423534233615707,-0.19878046099857463,-0.2884909260700992,0.4300877982967665,0.9815036608330435,559.0,559.0,1500.0
2018-06-17,-0.19916732745189525,-0.2886291699134887,-0.3783146621636901,-0.15418777943453063,1.1774684757232827,559.0,1500.0,1500.0
2018-06-18,-0.2890312976833716,-0.3784778788284028,-0.3783146621636901,-0.1991320546446304,1.1413196329805446,1500.0,1500.0,1500.0
2018-06-19,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.28902060506482996,0.9948217908141472,1500.0,1500.0,559.0
2018-06-20,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.75636615932352,1500.0,559.0,559.0
2018-06-21,-0.3788952679148479,-0.3784778788284028,-0.3334027941168946,-0.37890915548502946,0.5914765022480098,559.0,559.0,559.0
2018-06-22,-0.3788952679148479,-0.3335535243709457,0.5648345668190143,-0.37890915548502946,0.6650427034672989,559.0,559.0,559.0
2018-06-23,-0.33396328279910975,0.5649335647781949,-0.10884345388291734,-0.37890915548502946,0.7785627654204527,559.0,559.0,539.0
2018-06-24,0.5646764195156536,-0.10893175208366054,-0.3783146621636901,-0.3339648802749297,0.912376924475841,559.0,539.0,539.0
2018-06-25,-0.10930335722041888,-0.3784778788284028,-0.3783146621636901,0.5649206239270657,1.1311727167320051,539.0,539.0,539.0
2018-06-26,-0.3788952679148479,-0.3784778788284028,-0.3334027941168946,-0.10924350422443083,1.072193047826412,539.0,539.0,539.0
2018-06-27,-0.3788952679148479,-0.3335535243709457,-0.3783146621636901,-0.37890915548502946,1.1723950175994458,539.0,539.0,539.0
2018-06-28,-0.33396328279910975,-0.3784778788284028,0.02589215025746897,-0.37890915548502946,1.235814113567007,539.0,539.0,539.0
2018-06-29,-0.3788952679148479,0.025841311288710523,-0.3334027941168946,-0.3339648802749297,1.2802074391629583,539.0,539.0,539.0
2018-06-30,0.02549259812679559,-0.3335535243709457,-0.3783146621636901,-0.37890915548502946,1.1413197841836145,539.0,539.0,1200.0
2018-07-01,-0.33396328279910975,-0.3784778788284028,-0.3783146621636901,0.025589321405868448,1.1844446696477204,539.0,1200.0,1200.0
2018-07-02,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.3339648802749297,0.9922849861506938,1200.0,1200.0,539.0
2018-07-03,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.6745555508521202,1200.0,539.0,560.0
2018-07-04,-0.3788952679148479,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.3726810123971198,539.0,560.0,560.0
2018-07-05,-0.3788952679148479,-0.3784778788284028,0.07080401830426444,-0.37890915548502946,0.4170743379930711,560.0,560.0,560.0
2018-07-06,-0.3788952679148479,0.07076566574616758,0.8343057750997871,-0.37890915548502946,0.4893720045784882,560.0,560.0,560.0
2018-07-07,0.07042458324253377,0.8344796915229372,-0.10884345388291734,-0.37890915548502946,0.5128370886091149,560.0,560.0,1100.0
2018-07-08,0.8342683302100826,-0.10893175208366054,-0.3334027941168946,0.07053359661596824,0.5496200758166735,560.0,1100.0,1400.0
2018-07-09,-0.10930335722041888,-0.3335535243709457,-0.3783146621636901,0.8345862751876644,0.6720187839887852,1100.0,1400.0,559.0
2018-07-10,-0.33396328279910975,-0.3784778788284028,-0.06393158583612192,-0.10924350422443083,0.42214781501783266,1400.0,559.0,559.0
2018-07-11,-0.3788952679148479,-0.06400739762620354,-0.10884345388291734,-0.3339648802749297,0.1811555678669403,559.0,559.0,559.0
2018-07-12,-0.06437137210468075,-0.10893175208366054,2.451133024784423,-0.37890915548502946,0.18305811466348737,559.0,559.0,559.0
2018-07-13,-0.10930335722041888,2.45175645199139,-0.3334027941168946,-0.06429922901433109,0.27438151381866555,559.0,559.0,559.0
2018-07-14,2.4518197943766564,-0.3335535243709457,-0.3334027941168946,-0.10924350422443083,0.5229840615578322,559.0,559.0,1200.0
2018-07-15,-0.33396328279910975,-0.3335535243709457,-0.3783146621636901,2.4525801827512557,0.7088018089973275,559.0,1200.0,559.0
2018-07-16,-0.33396328279910975,-0.3784778788284028,0.9690413792401734,-0.3339648802749297,0.8920829407765577,1200.0,559.0,559.0
2018-07-17,-0.3788952679148479,0.9692527548953083,-0.3783146621636901,-0.3339648802749297,0.8476896151797412,559.0,559.0,1500.0
2018-07-18,0.9690642855572971,-0.3784778788284028,-0.3783146621636901,-0.37890915548502946,0.896522216635456,559.0,1500.0,1500.0
2018-07-19,-0.3788952679148479,-0.3784778788284028,0.5648345668190144,0.9694191008179637,0.9180847160685519,1500.0,1500.0,1500.0
2018-07-20,-0.3788952679148479,0.564933564778195,-0.3334027941168946,-0.37890915548502946,0.6796290845770595,1500.0,1500.0,1500.0
2018-07-21,0.5646764195156537,-0.3335535243709457,-0.3783146621636901,-0.37890915548502946,0.35682622895476723,1500.0,1500.0,1500.0
2018-07-22,-0.33396328279910975,-0.3784778788284028,-0.3783146621636901,0.5649206239270658,0.19383936438003538,1500.0,1500.0,1500.0
2018-07-23,-0.3788952679148479,-0.3784778788284028,-0.3334027941168946,-0.3339648802749297,-0.03573760199157462,1500.0,1500.0,1500.0
