,Rainfall,LakeLevel,AverageGate,y_step_1,y_step_2,y_step_3
2018-03-17,0.2808248751176057,-0.5595341926045361,-0.15477391237359578,590.0,590.0,590.0
2018-03-18,0.22515376046754604,-0.5367931737437268,-0.04141308447318731,590.0,590.0,590.0
2018-03-19,0.17478463839568076,-0.5162179587109619,0.06115151145011811,590.0,590.0,590.0
2018-03-20,0.13965885979263815,-0.5018694765809828,0.1326767066634153,590.0,590.0,590.0
2018-03-21,0.1025447636074318,-0.4867087892720436,0.2082506321502095,590.0,590.0,590.0
2018-03-22,0.5575212516516633,1.268324547486587,0.44770865293304474,590.0,590.0,590.0
2018-03-23,0.12765929180369356,-0.2926639921828781,0.2798381128951145,590.0,590.0,590.0
2018-03-24,0.3794686295962453,0.6770696837562189,0.4114066554611711,590.0,590.0,590.0
2018-03-25,0.2594243256050092,0.011043130834884675,0.22630288435648316,590.0,590.0,590.0
2018-03-26,0.0939290170264764,-0.48318935452156203,0.22579452670911188,590.0,590.0,590.0
2018-03-27,0.07570331075669579,-0.4757443602433272,0.26290679156673263,590.0,590.0,590.0
2018-03-28,0.037926461796085484,-0.460312945943196,0.3398302535911973,590.0,590.0,590.0
2018-03-29,0.00841652296300017,-0.39718252141291843,0.4306019359681781,590.0,590.0,399.0
2018-03-30,-0.031662421640873926,-0.4318866764012613,0.4815312683573939,590.0,399.0,399.0
2018-03-31,-0.319084863169031,-0.26001690151330564,-0.076395841666513,399.0,399.0,399.0
2018-04-01,-0.2713668015791183,-0.2795091884099951,-0.173562190887965,399.0,399.0,399.0
2018-04-02,-0.24916459840633595,-0.288578536567967,-0.21877163475666211,399.0,399.0,399.0
2018-04-03,-0.22762519738839002,-0.2973771375638088,-0.2626314415383578,399.0,399.0,399.0
2018-04-04,-0.20177787863924582,-0.30793547408842165,-0.31526328609233784,399.0,399.0,399.0
2018-04-05,-0.20177787863924582,-0.30793547408842165,-0.31526328609233784,399.0,399.0,399.0
2018-04-06,-0.16333831640569244,-0.3236375992434377,-0.393536204217217,399.0,399.0,399.0
2018-04-07,-0.1928307112291897,-0.3115902904883065,-0.33348203941428933,399.0,399.0,399.0
2018-04-08,-0.17493640603682736,-0.31889991118547617,-0.3699194857284093,399.0,399.0,399.0
2018-04-09,-0.19912683790897592,-0.3090183941561587,-0.320661492574643,399.0,399.0,399.0
2018-04-10,-0.023456639836312836,0.12998181500879855,-0.37155364224629356,399.0,399.0,399.0
2018-04-11,0.23816537926950243,0.8403273757048662,-0.41337523088497946,399.0,399.0,399.0
2018-04-12,-0.13288668786082958,-0.23392484560076265,-0.3941800308161487,399.0,399.0,349.0
2018-04-13,-0.25446662061228026,-0.2864127206373229,-0.20797534244977628,399.0,349.0,349.0
2018-04-14,-0.16268552076457302,0.09896013294860892,-0.44867649631903406,349.0,349.0,400.0
2018-04-15,-0.26394646187998105,-0.2682835151716883,-0.48793730523855444,349.0,400.0,400.0
2018-04-16,0.3375704170597449,1.2591199525715968,-0.333668220476101,400.0,400.0,400.0
2018-04-17,-0.0541833421291766,-0.3174353548083115,-0.5791369405335859,400.0,400.0,349.0
2018-04-18,-0.07443221698146266,-0.20701202062032942,-0.47654139288618025,400.0,349.0,349.0
2018-04-19,-0.1923693102402904,-0.2975219697216451,-0.6336869497289173,349.0,349.0,349.0
2018-04-20,-0.22583826122093292,-0.28385028288213127,-0.5655354852581093,349.0,349.0,349.0
2018-04-21,-0.22451274579360556,-0.2843917408989614,-0.5682345784446048,349.0,349.0,349.0
2018-04-22,-0.22385002264549939,-0.2846624557877383,-0.569584054653413,349.0,349.0,349.0
2018-04-23,-0.22782655905096197,-0.283038085771694,-0.5614867952050809,349.0,349.0,349.0
2018-04-24,-0.2447266807632044,-0.27613457774919625,-0.5270737643009942,349.0,349.0,349.0
2018-04-25,-0.26593471033148197,-0.26747133823181973,-0.4838887157330164,349.0,349.0,349.0
2018-04-26,-0.26759160708409285,-0.2667945147024475,-0.48051484422348884,349.0,349.0,550.0
2018-04-27,-0.2569875824243389,-0.2711261384952126,-0.5021073886167917,349.0,550.0,1500.0
2018-04-28,1.179761392925939,3.119665865169486,0.1992075730753114,550.0,1500.0,1500.0
2018-04-29,6.48471285882948,11.969558989572631,1.8636690655912753,1500.0,1500.0,1500.0
2018-04-30,3.3111804530179754,-1.3928864534877967,-0.47987060256211056,1500.0,1500.0,1500.0
2018-05-01,3.0078678625032875,-1.9329740409180207,-0.2611108176971628,1500.0,1500.0,1500.0
2018-05-02,2.840191696647042,-1.8644802291053097,0.08032134330969196,1500.0,1500.0,1500.0
2018-05-03,2.70233939582147,-1.8081691278675172,0.3610243802040009,1500.0,1500.0,1500.0
2018-05-04,2.5545458527397504,-1.7477971419309362,0.6619703646232381,1500.0,1500.0,1500.0
2018-05-05,2.436576095682427,-1.6996078342961052,0.9021873858072027,1500.0,1500.0,1500.0
2018-05-06,2.3149612131726736,-1.6499295342603713,1.1498268277866837,1500.0,1500.0,1500.0
2018-05-07,2.184067752299831,-1.5964610402096118,1.4163598617409314,1500.0,1500.0,1500.0
2018-05-08,2.01871126559935,-1.5289147910200644,1.753068554370806,1500.0,1500.0,1500.0
2018-05-09,1.9289084965717718,-1.4922313784991177,1.9359302827322025,1500.0,1500.0,589.0
2018-05-10,1.849709712701035,-1.4598795736344452,2.0971995471384726,1500.0,589.0,589.0
2018-05-11,0.515532823710585,-0.39974484514027203,-0.48527650839165576,589.0,589.0,1500.0
2018-05-12,0.9171240221670203,0.5088046396832832,-0.6587026805183339,589.0,1500.0,1500.0
2018-05-13,2.257960286897377,-0.6051263175100168,1.8795313654555537,1500.0,1500.0,1500.0
2018-05-14,2.1198496949206196,-0.8040894534978944,2.007351383020075,1500.0,1500.0,1500.0
2018-05-15,2.985922274567601,2.162066422524772,2.2381195646300305,1500.0,1500.0,1500.0
2018-05-16,2.0647375201812626,-1.4455640954515798,1.720710749833814,1500.0,1500.0,589.0
2018-05-17,1.9795214280579216,-1.2575264406809539,1.9862781947108983,1500.0,589.0,589.0
2018-05-18,0.502365320356397,-0.6497458156093489,-0.6118730236326878,589.0,589.0,589.0
2018-05-19,0.5977665727841982,-0.5865642466036025,-0.744771129339756,589.0,589.0,1500.0
2018-05-20,0.6219919741663318,-0.6986119467735521,-0.8554639163261795,589.0,1500.0,1500.0
2018-05-21,1.9149731640240535,-1.4354630039746925,1.994988027390671,1500.0,1500.0,1500.0
2018-05-22,1.8032995632738136,-1.3898456047744245,2.2223844414061267,1500.0,1500.0,589.0
2018-05-23,2.19801816100624,0.23657454893665794,2.492497774669583,1500.0,589.0,589.0
2018-05-24,0.3684720316788346,-0.5439759766809773,-0.30854976883312724,589.0,589.0,589.0
2018-05-25,0.6750633968106825,0.09692416700151867,-0.4726224023379045,589.0,589.0,559.0
2018-05-26,0.500045779461054,-0.648798309463999,-0.6071498367897842,589.0,559.0,559.0
2018-05-27,0.5399025882114343,-0.5032974373045243,-0.775822483070086,559.0,559.0,559.0
2018-05-28,0.5213980536388562,-0.6489663925660176,-0.8301878317343195,559.0,559.0,559.0
2018-05-29,0.5170901655345034,-0.6472066691394769,-0.8214158542899769,559.0,559.0,559.0
2018-05-30,0.5402864435538298,-0.6566820855965374,-0.8686494923625723,559.0,559.0,559.0
2018-05-31,0.5555297870222002,-0.6629088184991384,-0.8996888930716599,559.0,559.0,559.0
2018-06-01,0.577731930940387,-0.6719781424522802,-0.9448982162826326,559.0,559.0,559.0
2018-06-02,0.59761443520527,-0.6800999199185653,-0.9853841515538804,559.0,559.0,1200.0
2018-06-03,1.9019033678577557,3.6393280239471175,-0.726484314793766,559.0,1200.0,1200.0
2018-06-04,2.347568451661859,0.3121016878109563,0.4230641205796261,1200.0,1200.0,1200.0
2018-06-05,3.655014831684062,4.119480357778524,0.36871664139702376,1200.0,1200.0,1500.0
2018-06-06,2.2085319448904954,-1.0101541059029764,-0.12222991444488801,1200.0,1500.0,1500.0
2018-06-07,2.4309251481416103,-1.6462235370777727,0.944375974011173,1500.0,1500.0,1500.0
2018-06-08,2.319600452975012,-1.6518246110970394,1.140380132348172,1500.0,1500.0,1500.0
2018-06-09,2.22648389044176,-1.613787551517164,1.3299896037295438,1500.0,1500.0,1500.0
2018-06-10,2.1230946351955096,-1.5715542134864966,1.5405169417286777,1500.0,1500.0,1500.0
2018-06-11,2.0831860764310095,-1.2122289056982316,1.8278382637362622,1500.0,1500.0,1500.0
2018-06-12,2.5065631688910432,0.03592211325275442,1.8193980183157992,1500.0,1500.0,1500.0
2018-06-13,2.1919324550500185,-1.5016670780133827,1.4592187574803965,1500.0,1500.0,1500.0
2018-06-14,2.047540957025972,-1.540691392954573,1.6943638255580586,1500.0,1500.0,559.0
2018-06-15,1.9438204093358789,-1.4983227257184242,1.9055657608945573,1500.0,559.0,559.0
2018-06-16,0.749583614516767,0.13988183065689133,-0.7649715818400914,559.0,559.0,1500.0
2018-06-17,0.6910072087667802,-0.4732332984182358,-1.0283723845413992,559.0,1500.0,1500.0
2018-06-18,2.0480270190579764,-1.3448767356595133,1.8111210177460757,1500.0,1500.0,1500.0
2018-06-19,1.9467144613302423,-1.4014983090702007,1.9585461907262691,1500.0,1500.0,559.0
2018-06-20,1.7973523323020537,-1.4384921776277346,2.20381275267663,1500.0,559.0,559.0
2018-06-21,0.3229039281532573,-0.5678837938107764,-0.42600231219055146,559.0,559.0,559.0
2018-06-22,0.36134356939263673,-0.5835859512387762,-0.5042753911917829,559.0,559.0,559.0
2018-06-23,0.42065980949512555,-0.6078159625004879,-0.6250586398877087,559.0,559.0,539.0
2018-06-24,0.502962496364877,-0.5924323745024526,-0.7632115206699429,559.0,539.0,539.0
2018-06-25,0.8354289009616078,0.2575276301076493,-0.9711707951619495,539.0,539.0,539.0
2018-06-26,0.6188746492297749,-0.38906194487694534,-0.9717612016828568,539.0,539.0,539.0
2018-06-27,0.59693741798014,-0.6741206469266664,-1.1037117201912314,539.0,539.0,539.0
2018-06-28,0.6300750172623447,-0.6876569803558686,-1.1711884666669494,539.0,539.0,539.0
2018-06-29,0.6656537371399578,-0.6531871818283861,-1.2141992326502575,539.0,539.0,539.0
2018-06-30,0.5807000589193689,-0.6674878699296222,-1.0706482459350493,539.0,539.0,1200.0
2018-07-01,0.7146753732507312,-0.2811855478869602,-1.0785261165885054,539.0,1200.0,1200.0
2018-07-02,1.4904058841439705,-1.1785639461758888,1.062679794345113,1200.0,1200.0,539.0
2018-07-03,1.312004212685414,-1.1546921890137691,1.3965151313140565,1200.0,539.0,560.0
2018-07-04,0.1790727064062543,-0.503427652060286,-0.2528307929430774,539.0,560.0,560.0
2018-07-05,0.23325104826115026,-0.5315467452582271,-0.23746048941846706,560.0,560.0,560.0
2018-07-06,0.2710278577188477,-0.5469781434218666,-0.3143838710047556,560.0,560.0,560.0
2018-07-07,0.2832887791316646,-0.5519865907441885,-0.33935028690850627,560.0,560.0,1100.0
2018-07-08,0.4263327615673222,-0.12038541472639278,-0.3362575826722481,560.0,1100.0,1400.0
2018-07-09,1.4974705607654655,0.12114966202382499,1.2151186375819252,1100.0,1400.0,559.0
2018-07-10,1.5494783257527263,-1.0147050497140393,2.286638171237784,1400.0,559.0,559.0
2018-07-11,0.1208864050517833,-0.4363586250646732,0.01479449383973648,559.0,559.0,559.0
2018-07-12,0.10949809729463617,-0.48070993255313493,0.008547306888826595,559.0,559.0,559.0
2018-07-13,0.24389314326124112,-0.19258567018336373,-0.059058716506082985,559.0,559.0,559.0
2018-07-14,0.36140994916792696,-0.28959325444139483,-0.32779014680980145,559.0,559.0,1200.0
2018-07-15,1.1643010687063924,2.1756230461026953,-0.28479079565109794,559.0,1200.0,559.0
2018-07-16,1.4380485432483543,-1.157176566305855,1.169292919444174,1200.0,559.0,559.0
2018-07-17,0.46916223318870964,-0.578625350389119,-0.6943854186422207,559.0,559.0,1500.0
2018-07-18,0.48229570900260094,-0.6329935283173944,-0.750565316742908,559.0,1500.0,1500.0
2018-07-19,2.253325801590425,-0.15465310684215522,2.1584345652009223,1500.0,1500.0,1500.0
2018-07-20,1.7572558535642067,-1.4221132208750082,2.285459582530585,1500.0,1500.0,1500.0
2018-07-21,1.5885856523643296,-1.3532133568997002,2.6289158573031624,1500.0,1500.0,1500.0
2018-07-22,1.7634529972633408,-0.3955753411430553,2.8910120285820256,1500.0,1500.0,1500.0
2018-07-23,1.3958465298621587,-1.2254783095541337,3.050819433331857,1500.0,1500.0,1500.0
2018-07-24,1.2346764108201083,-1.208645446097807,3.349566860525271,1500.0,1500.0,1500.0
2018-07-25,1.0978182539721957,-1.1527404413983795,3.6282455624468026,1500.0,1500.0,1500.0
2018-07-26,0.9902426409431292,-1.0597937216685682,3.876734145773081,1500.0,1500.0,1500.0
2018-07-27,0.8989044956088623,-0.9734798233115695,4.092159033636124,1500.0,1500.0,1500.0
2018-07-28,0.76809942454844,-1.0180540395574653,4.299638612734693,1500.0,1500.0,1500.0
2018-07-29,0.7208673756120034,-0.8027470751951475,4.513562254691652,1500.0,1500.0,1500.0
2018-07-30,0.5782211542773722,-0.9404909199282888,4.6862800165134235,1500.0,1500.0,900.0
2018-07-31,0.514928387644584,-0.9146365426844253,4.815160504549288,1500.0,900.0,639.0
2018-08-01,-0.33167858713431836,-0.20171241432809317,3.0656342770137703,900.0,639.0,700.0
2018-08-02,-0.7926593271829053,-0.08599643227428816,2.353835140710184,639.0,700.0,649.0
2018-08-03,-0.4870915661754825,0.5068388404844039,2.538274717868945,700.0,649.0,649.0
2018-08-04,-0.3439996138936622,1.0509689592187685,2.2948925275305254,649.0,649.0,599.0
2018-08-05,-0.0076988337431106975,1.5016335295298786,1.963337740154478,649.0,599.0,599.0
2018-08-06,-0.24381552692813588,0.09323895533337408,1.232328397588088,599.0,599.0,599.0
2018-08-07,-0.24763000932928653,-0.052212777964498414,1.1517854676443073,599.0,599.0,549.0
2018-08-08,0.843657574385744,2.7362265564992927,0.8724654374698974,599.0,549.0,549.0
2018-08-09,0.10348203962293538,-0.42639777963614794,-0.00961877991912234,549.0,549.0,549.0
2018-08-10,0.11529003951241239,-0.48022451568408503,-0.06309966527148986,549.0,549.0,549.0
2018-08-11,0.14743351456909262,-0.49335476064344536,-0.12855211699489888,549.0,549.0,549.0
2018-08-12,0.17593180491829596,-0.5049959889968882,-0.18658202726414566,549.0,549.0,549.0
2018-08-13,0.27827170638649734,-0.3017841677597672,-0.24778893313451944,549.0,549.0,1500.0
2018-08-14,0.8237717336741887,0.700467809424661,-0.622650087365477,549.0,1500.0,1500.0
2018-08-15,1.8524270838276151,-1.1669697767340474,2.2682866855865593,1500.0,1500.0,549.0
2018-08-16,1.6104564050807137,-1.3621473113058542,2.5843813325263763,1500.0,549.0,549.0
2018-08-17,0.19443367283735474,-0.267537282024165,-0.07707295317950266,549.0,549.0,549.0
2018-08-18,0.30957576755122035,-0.11855831354391459,-0.19378517992251165,549.0,549.0,549.0
2018-08-19,0.22497535230823826,-0.5250297218079929,-0.286447409343231,549.0,549.0,549.0
2018-08-20,0.5584832465864236,0.4658120330373118,-0.2885110702358685,549.0,549.0,549.0
2018-08-21,0.4076297119463727,-0.30562214370130636,-0.4817586467098492,549.0,549.0,549.0
2018-08-22,0.44893023504415336,-0.371496240948112,-0.5952939582899072,549.0,549.0,549.0
2018-08-23,0.4794166849629643,-0.3839496099341782,-0.6573722770781055,549.0,549.0,549.0
2018-08-24,0.3976221491686257,-0.5955539800043599,-0.6380010642227848,549.0,549.0,549.0
2018-08-25,0.4056966041655033,-0.5498490012521389,-0.6250060135941751,549.0,549.0,549.0
2018-08-26,0.3923200874597683,-0.5933881479372239,-0.627204691477723,549.0,549.0,549.0
2018-08-27,0.3906632104583879,-0.5927113324760054,-0.6238308601868232,549.0,549.0,549.0
2018-08-28,0.3890063532086901,-0.592034525083125,-0.6204570691154719,549.0,549.0,1200.0
2018-08-29,1.32191824095805,1.869073068494158,-0.8127769881790823,549.0,1200.0,1200.0
2018-08-30,1.812127768818126,-0.5259308543083457,0.8785583597867332,1200.0,1200.0,549.0
2018-08-31,1.5380688643182996,-0.9530172227868918,1.11280928085488,1200.0,549.0,549.0
2018-09-01,0.35719423972651493,-0.5790396375683378,-0.5556793554973875,549.0,549.0,549.0
2018-09-02,0.7932519556073107,0.5659248864898507,-0.6488141092341927,549.0,549.0,1200.0
2018-09-03,0.713504523061577,-0.0875454203111994,-0.8985419457458883,549.0,1200.0,549.0
2018-09-04,1.5932983064261979,-0.48554480311968007,1.2947151641665453,1200.0,549.0,549.0
2018-09-05,0.5527835027823661,0.17412050154680925,-0.4535253244251878,549.0,549.0,549.0
2018-09-06,0.5616642509137668,-0.1235269955137803,-0.648229241690024,549.0,549.0,549.0
2018-09-07,0.4022613494680511,-0.5974490407045355,-0.647447679223121,549.0,549.0,549.0
2018-09-08,0.4294342033962052,-0.6085488433143168,-0.7027786571831447,549.0,549.0,549.0
2018-09-09,0.3883434917997101,-0.5917637537163495,-0.6191073113716665,549.0,549.0,549.0
2018-09-10,0.4006045317212661,-0.5967722494481471,-0.6440739685899457,549.0,549.0,549.0
2018-09-11,0.39397694470991834,-0.5940649553302889,-0.6305784825499947,549.0,549.0,549.0
2018-09-12,0.3631590048317959,-0.5814761764559125,-0.567825164231709,549.0,549.0,549.0
2018-09-13,0.3061623253758806,-0.5581936794077045,-0.451765142597315,549.0,549.0,549.0
2018-09-14,0.2982093513220117,-0.5549449797167532,-0.4355708247956312,549.0,549.0,549.0
2018-09-15,0.3084819452770498,-0.5591412178260382,-0.456488490316571,549.0,549.0,549.0
2018-09-16,0.2995348766249543,-0.55548644176766,-0.4382699380914406,549.0,549.0,549.0
2018-09-17,0.6833586677814235,0.7188394469916876,-0.3601516220841819,549.0,549.0,549.0
2018-09-18,0.5049651948548345,-0.09656622101837095,-0.5304926516279194,549.0,549.0,549.0
2018-09-19,0.3736745392259623,-0.5402227629747982,-0.5618758814968912,549.0,549.0,549.0
2018-09-20,0.33300393378982135,-0.5691581719822253,-0.5064216187808689,549.0,549.0,549.0
2018-09-21,0.2965526049965624,-0.5542682176351702,-0.43219725959481825,549.0,549.0,549.0
2018-09-22,0.33985116120402,-0.3442107366926518,-0.3835561596596059,549.0,549.0,549.0
2018-09-23,0.24353249038851443,-0.5326101022214063,-0.3242345553248689,549.0,549.0,549.0
2018-09-24,0.2223013895858478,-0.3417418783499734,-0.17155597575142034,549.0,549.0,549.0
2018-09-25,0.2374330099078931,-0.12017852359393917,-0.0655596891730276,549.0,549.0,549.0
2018-09-26,0.10170368381189598,-0.4746746434895506,-0.03543432140256986,549.0,549.0,549.0
2018-09-27,0.0861290251457593,-0.4683125720867482,-0.003720277023226126,549.0,549.0,549.0
2018-09-28,0.05754210587543178,-0.41108624982021197,0.0818517427127746,549.0,549.0,399.0
2018-09-29,-0.011958186878857977,-0.42824505857139555,0.19601072587562804,549.0,399.0,399.0
2018-09-30,-0.2282446431032044,-0.2971241010156385,-0.261370089407866,399.0,399.0,399.0
2018-10-01,-0.17725600571253763,-0.31795238102901296,-0.36519617919343317,399.0,399.0,399.0
2018-10-02,-0.09651199356316874,-0.12319094409745623,-0.39280373914882666,399.0,399.0,399.0
2018-10-03,-0.12523001825314203,-0.3392044067788704,-0.4711345827588274,399.0,399.0,399.0
2018-10-04,-0.0960689552186253,-0.3511163702564776,-0.5305140701074837,399.0,399.0,399.0
2018-10-05,-0.0927551980558483,-0.3524700024697455,-0.5372617391238952,399.0,399.0,399.0
2018-10-06,-0.06260000787267937,-0.3647880556112591,-0.5986655271771067,399.0,399.0,399.0
2018-10-07,-0.048350852071563095,-0.3706086741287913,-0.62768050395007,399.0,399.0,399.0
2018-10-08,-0.021178043334802898,-0.3817084582784008,-0.6830113898886953,399.0,399.0,399.0
2018-10-09,-0.04371159204331365,-0.3725037592275141,-0.6371272405737826,399.0,399.0,399.0
2018-10-10,-0.058623499276714085,-0.3664124142674392,-0.6067627299980893,399.0,399.0,399.0
2018-10-11,0.42588307136833753,1.1209810775024316,-0.5809631601888512,399.0,399.0,500.0
2018-10-12,0.5927653269647659,0.779518229000829,-1.0849485419866667,399.0,500.0,399.0
2018-10-13,0.4877473610092686,-0.29955521484786796,-0.9232679744687213,500.0,399.0,399.0
2018-10-14,0.19885543228886696,-0.47158963724563197,-1.131056612609538,399.0,399.0,399.0
2018-10-15,0.20879670377764986,-0.47565053388562045,-1.1512996196596934,399.0,399.0,399.0
2018-10-16,0.19023966366465234,-0.4680701934907292,-1.1135126731648428,399.0,399.0,399.0
