,Rainfall,LakeLevel,AverageGate,FlowRate
2018-04-25,0.0,279.1226666634281,349.0,18.710975236010917
2018-04-26,0.0,279.12245832780997,349.0,18.698366775820663
2018-04-27,0.0,279.12379166136185,349.0,19.681190849994678
2018-04-28,40.8825,279.1389583215117,550.0,24.850712590252975
2018-04-29,155.24999999999994,279.27112497538326,1500.0,42.21215149476077
2018-04-30,6.7275,279.3378333215912,1500.0,42.46213967653714
2018-05-01,0.0,279.3207916582624,1500.0,41.71363549825155
2018-05-02,0.0,279.2997083182136,1500.0,40.95323827531017
2018-05-03,0.0,279.2823749845226,1500.0,39.98494788420125
2018-05-04,0.0,279.2637916545073,1500.0,39.430569357695305
2018-05-05,0.0,279.2489583209157,1500.0,38.733226743681065
2018-05-06,0.0,279.23366665492455,1500.0,38.13661592721748
2018-05-07,0.0,279.21720831493536,1500.0,37.623153581393126
2018-05-08,0.0,279.19641664773224,1500.0,37.01653441266197
2018-05-09,0.0,279.1851249873638,1500.0,36.34999572782758
2018-05-10,0.0,279.1751666555802,1500.0,35.84494515234965
2018-05-11,2.5875,279.16829164723555,589.0,26.494222916196023
2018-05-12,13.454999999999998,279.18470831612746,589.0,26.636354354312644
2018-05-13,10.35,279.19404346320937,1500.0,36.50832422262335
2018-05-14,7.7625,279.1847916483879,1500.0,36.12873717674308
2018-05-15,41.39999999999999,279.1882083182533,1500.0,36.09716865501506
2018-05-16,1.035,279.1989583189289,1500.0,36.65102343868624
2018-05-17,2.5875,279.1833749825756,1500.0,36.27092839999415
2018-05-18,0.0,279.1747499818603,589.0,26.607908956331254
2018-05-19,1.035,279.1834999884168,589.0,26.679043214322625
2018-05-20,0.0,279.1897916510701,589.0,26.89284333530963
2018-05-21,0.5175,279.18174998114506,1500.0,36.17610881210656
2018-05-22,0.5175,279.1677083164453,1500.0,35.51481091346359
2018-05-23,18.63,279.1605416464309,1500.0,35.26398834885207
2018-05-24,0.5175,279.1562916489939,589.0,26.295668808760343
2018-05-25,8.28,279.17049998193977,589.0,26.437441263209813
2018-05-26,0.0,279.1744583263993,589.0,26.593691450295587
2018-05-27,1.5524999999999998,279.1801666532953,559.0,26.083507064405932
2018-05-28,0.0,279.1827083195249,559.0,26.012919813935053
2018-05-29,0.0,279.1821666523814,559.0,25.97059420987514
2018-05-30,0.0,279.1850833162665,559.0,26.041146349266555
2018-05-31,0.0,279.1869999905427,559.0,26.041146349266555
2018-06-01,0.0,279.18979165355364,559.0,26.09763078724568
2018-06-02,0.0,279.1922916486859,559.0,26.09763078724568
2018-06-03,49.1625,279.2021249845624,559.0,26.18244929658093
2018-06-04,19.1475,279.23337498207883,1200.0,37.25559279886204
2018-06-05,63.135,279.2598333224654,1200.0,38.70089052250786
2018-06-06,5.174999999999999,279.25970832655827,1200.0,38.45870433745091
2018-06-07,0.5175,279.2466249803702,1500.0,38.9273991087815
2018-06-08,0.0,279.2342499857147,1500.0,38.50709785858584
2018-06-09,0.0,279.22254165410993,1500.0,38.00801551471966
2018-06-10,0.0,279.2095416501164,1500.0,37.479180671935
2018-06-11,3.4755,279.19362498472134,1500.0,37.08024070145648
2018-06-12,17.874,279.20170831332604,1500.0,37.22368356862786
2018-06-13,0.993,279.2150833174586,1500.0,37.59114474149968
2018-06-14,0.0,279.2000416482488,1500.0,37.159908343099524
2018-06-15,0.0,279.1869999880592,1500.0,36.63515921787487
2018-06-16,8.937000000000001,279.183374980092,559.0,26.196593910765554
2018-06-17,2.4825,279.1962499782443,559.0,32.728602227446515
2018-06-18,1.986,279.19387497901914,1500.0,36.85746752810373
2018-06-19,0.993,279.18424998869494,1500.0,36.54001510201824
2018-06-20,0.0,279.1685833200812,1500.0,35.8449498776547
2018-06-21,0.0,279.15774997721115,559.0,25.67499154888606
2018-06-22,0.0,279.162583317856,559.0,25.717147939687873
2018-06-23,0.0,279.1700416495402,559.0,25.82969035633548
2018-06-24,0.4965,279.1788333147764,559.0,25.82969035633548
2018-06-25,10.426499999999999,279.1932083209355,539.0,25.745264448788774
2018-06-26,2.979,279.18933332363764,539.0,25.787457578025005
2018-06-27,0.0,279.1959166492025,539.0,25.787457578025005
2018-06-28,0.0,279.2000833193461,539.0,25.886017780445002
2018-06-29,0.4965,279.2029999857147,539.0,25.928289542719902
2018-06-30,0.0,279.19387498895327,539.0,25.787469534233065
2018-07-01,4.4685,279.1967083180944,539.0,25.717147939687873
2018-07-02,0.4965,279.184083319207,1200.0,35.92370600797244
2018-07-03,0.0,279.16320831725994,1200.0,35.34232575241345
2018-07-04,0.0,279.1433749909202,539.0,25.07333729319427
2018-07-05,0.0,279.1462916572888,560.0,25.43654751275735
2018-07-06,0.0,279.15104165449736,560.0,25.52061316782762
2018-07-07,0.0,279.15258332366744,560.0,25.53463200627625
2018-07-08,4.965,279.1549999865393,560.0,25.59073892306605
2018-07-09,13.4055,279.1630416502555,1100.0,34.65514896018766
2018-07-10,2.979,279.1466249875724,1400.0,35.17008471287507
2018-07-11,0.4965,279.13079166188834,559.0,25.28266410425047
2018-07-12,0.0,279.130916660279,559.0,25.184893218062747
2018-07-13,3.4755,279.13691665877894,559.0,25.296635507581673
2018-07-14,2.979,279.15324998547635,559.0,25.47856717836059
2018-07-15,31.279499999999995,279.16545831561086,559.0,25.56268020539115
2018-07-16,0.4965,279.1774999886751,1200.0,35.797717041301766
2018-07-17,0.4965,279.17458332230643,559.0,25.984703739163447
2018-07-18,0.0,279.1777916515867,559.0,25.956484680586836
2018-07-19,14.895,279.17920831988255,1500.0,35.923724896063845
2018-07-20,0.0,279.16354165126876,1500.0,35.84494515234965
2018-07-21,0.0,279.1423333227634,1500.0,35.107527343498745
2018-07-22,10.4265,279.13162499442694,1500.0,34.67071495415193
2018-07-23,0.4965,279.1165416590869,1500.0,34.00354372785715
2018-07-24,0.0,279.09783332571385,1500.0,33.37154356681889
2018-07-25,0.0,279.0806249941389,1500.0,32.60630139788759
2018-07-26,0.4965,279.06554165755705,1500.0,32.0590937320129
2018-07-27,0.993,279.05249999488393,1500.0,31.54520419756016
2018-07-28,0.0,279.0391666618486,1500.0,30.929290196651205
2018-07-29,1.986,279.0269999916355,1500.0,30.525966073319196
2018-07-30,0.0,279.01529166375593,1500.0,30.21352790242101
2018-07-31,0.0,279.0073333298166,1500.0,28.04297885303258
2018-08-01,1.986,279.00595832918583,900.0,28.057419947629587
2018-08-02,0.4965,279.0010833333333,639.0,25.64690129242761
2018-08-03,7.944000000000001,279.0048348615014,700.0,25.84376697171767
2018-08-04,13.902000000000001,279.01360448847214,649.0,25.324594145370398
2018-08-05,19.86,279.03720706726114,649.0,25.5486561058337
2018-08-06,4.4685,279.06505878170327,599.0,25.15699796163485
2018-08-07,2.979,279.06924999405936,599.0,25.059398945855044
2018-08-08,35.748000000000005,279.10370832830665,599.0,25.717158438199448
2018-08-09,0.4965,279.13045832787947,549.0,25.198854058012124
2018-08-10,0.0,279.13349999388055,549.0,25.1430371179742
2018-08-11,0.0,279.13754166439173,549.0,25.226770454700738
2018-08-12,0.0,279.1411249950528,549.0,25.24074323731561
2018-08-13,2.4825,279.14620832254485,549.0,25.25471601993048
2018-08-14,14.895000000000001,279.17587498476104,549.0,25.871930684676112
2018-08-15,2.979,279.1661666547258,1500.0,36.460806696596144
2018-08-16,0.0,279.1450833171606,1500.0,35.53051009996378
2018-08-17,2.4825,279.1356666587293,549.0,25.25471601993048
2018-08-18,4.468500000000001,279.14391666054723,549.0,25.324594145370398
2018-08-19,0.0,279.14729165434835,549.0,25.366550563702766
2018-08-20,11.419500000000001,279.15341664875547,549.0,25.366550563702766
2018-08-21,2.979,279.16091665029523,549.0,25.56268020539115
2018-08-22,2.4825,279.1676666602492,549.0,25.63286141800295
2018-08-23,2.4825,279.1714999789993,549.0,25.70309230931104
2018-08-24,0.0,279.1689999938011,549.0,25.73120881841194
2018-08-25,0.4965,279.1684583167235,549.0,25.70309230931104
2018-08-26,0.0,279.1683333208163,549.0,25.70309230931104
2018-08-27,0.0,279.16812498768167,549.0,25.68904192909855
2018-08-28,0.0,279.16791665703056,549.0,25.61882154357829
2018-08-29,28.797,279.19491664965943,549.0,25.787457578025005
2018-08-30,8.4405,279.199624984463,1200.0,36.76212927208476
2018-08-31,2.979,279.1822916557391,1200.0,36.270937815312735
2018-09-01,0.0,279.1639166514079,549.0,25.717147939687873
2018-09-02,13.4055,279.17670831481615,549.0,25.871930684676112
2018-09-03,6.4545,279.18847824749736,549.0,26.12588868272058
2018-09-04,7.944,279.17366665502385,1200.0,36.065609562934696
2018-09-05,8.4405,279.16204165071247,549.0,25.787457578025005
2018-09-06,5.4615,279.17249998102585,549.0,25.857848828196893
2018-09-07,0.0,279.1695833196242,549.0,25.914197209466895
2018-09-08,0.0,279.1729999919732,549.0,25.900104876213888
2018-09-09,0.0,279.16783330986897,549.0,25.857848828196893
2018-09-10,0.0,279.16937499394015,549.0,25.801535659489147
2018-09-11,0.0,279.1685416514675,549.0,25.75932532751284
2018-09-12,0.0,279.164666651686,549.0,25.75932532751284
2018-09-13,0.0,279.15749997794626,549.0,25.67499154888606
2018-09-14,0.0,279.1564999833703,549.0,25.67499154888606
2018-09-15,0.0,279.15779164334134,549.0,25.59073892306605
2018-09-16,0.0,279.15666665285823,549.0,25.56268020539115
2018-09-17,14.5,279.15945832278334,549.0,25.632860186273223
2018-09-18,5.5,279.16524999999996,549.0,25.829689980612052
2018-09-19,0.4615,279.16454166666665,549.0,25.731214718678764
2018-09-20,0.0,279.160875,549.0,25.6890447701859
2018-09-21,0.0,279.1562916666667,549.0,25.618824550795246
2018-09-22,2.3075,279.1545,549.0,25.646901078140647
2018-09-23,0.0,279.14962499999996,549.0,25.478568140485574
2018-09-24,1.846,279.14116666666666,549.0,25.36655675473622
2018-09-25,4.1535,279.1358333333333,549.0,25.31061432180007
2018-09-26,0.0,279.13179166666663,549.0,25.282658933214183
2018-09-27,0.0,279.12983333333335,549.0,25.19885612332463
2018-09-28,0.4615,279.1247916666667,549.0,25.10120771858397
2018-09-29,0.0,279.1175,549.0,24.97584722609243
2018-09-30,0.0,279.1181304347826,399.0,20.47843301236645
2018-10-01,0.0,279.12454166666663,399.0,20.504447020000416
2018-10-02,2.3075,279.1274583333333,399.0,20.634686181490626
2018-10-03,0.0,279.1310833333333,399.0,20.634691810653607
2018-10-04,0.0,279.13475,399.0,20.647726994153565
2018-10-05,0.0,279.1351666666667,399.0,20.699912750203076
2018-10-06,0.0,279.13895833333333,399.0,20.686860685965566
2018-10-07,0.0,279.14074999999997,399.0,20.712964814440586
2018-10-08,0.0,279.14416666666665,399.0,20.73908018774986
2018-10-09,0.0,279.1413333333333,399.0,20.73908018774986
2018-10-10,0.0,279.1394583333333,399.0,20.712964814440586
2018-10-11,17.0755,279.1468333333333,399.0,20.634686181490626
2018-10-12,14.3065,279.1765,399.0,21.00085140248376
2018-10-13,3.2305,279.17929166666664,500.0,24.698045446076303
2018-10-14,0.0,279.1718333333333,399.0,21.211074686231623
2018-10-15,0.0,279.17308333333335,399.0,21.18475766775076
2018-10-16,0.0,279.17075,399.0,21.119015374659817
2018-10-17,0.0,279.1640833333333,399.0,21.119015374659817
2018-10-18,0.0,279.162625,399.0,21.040215155570195
2018-10-19,0.0,279.15804166666663,399.0,20.96151563886812
2018-10-20,0.0,279.15091666666666,399.0,20.922202280127262
2018-10-21,0.0,279.14275,399.0,20.81749373184897
2018-10-22,0.0,279.1405,399.0,20.765206801407206
2018-10-23,0.0,279.133875,399.0,20.73908018774986
2018-10-24,0.0,279.12766666666664,399.0,20.6607678068165
2018-10-25,0.0,279.12125,330.0,18.109085704712584
2018-10-26,0.923,279.12308333333334,330.0,18.1714698160823
2018-10-27,14.768,279.12708333333336,330.0,18.15898595877383
2018-10-28,8.7685,279.15433333333334,330.0,18.45937082186293
2018-10-29,11.537500000000001,279.16875,330.0,18.63537144899217
2018-10-30,1.3845,279.176125,400.0,21.29009268731059
2018-10-31,0.4615,279.17366666666663,400.0,21.27691744385147
2018-11-01,5.410046728971962,279.1675833333333,400.0,21.211074686231623
2018-11-02,0.0,279.15625,400.0,21.10587361938763
2018-11-03,0.0,279.155,400.0,20.9877376145754
2018-11-04,3.4427570093457946,279.14849999999996,400.0,20.90910529920547
2018-11-05,0.0,279.14095833333334,400.0,20.83057388576873
2018-11-06,0.0,279.1406666666667,400.0,20.804419191390476
2018-11-07,0.0,279.1383333333333,400.0,20.73908018774986
2018-11-08,0.491822429906542,279.133625,400.0,20.712964814440586
2018-11-09,0.0,279.131875,400.0,20.634686181490626
2018-11-10,0.983644859813084,279.1289583333333,400.0,20.608615814490708
2018-11-11,0.0,279.1245833333333,400.0,20.530472308557652
2018-11-12,6.393691588785046,279.11920833333335,400.0,20.439434574105512
2018-11-13,8.360981308411214,279.1395416666666,400.0,20.765206801407206
2018-11-14,0.0,279.13645833333334,400.0,20.686860685965566
2018-11-15,0.0,279.13025,400.0,20.582556710325058
2018-11-16,0.0,279.1250833333333,400.0,20.608615814490708
2018-11-17,0.0,279.11820833333337,400.0,20.74917128401643
2018-11-18,0.0,279.11058333333335,400.0,20.617120948926782
2018-11-19,0.491822429906542,279.1036666666667,299.0,17.03559509614493
2018-11-20,5.901869158878505,279.1057916666667,299.0,17.023300794113055
2018-11-21,20.656542056074766,279.11425,299.0,17.08479844179749
2018-11-22,0.491822429906542,279.1220416666667,299.0,17.19569531917443
2018-11-23,0.0,279.12720833333333,299.0,17.220375309279504
2018-11-24,11.311915887850468,279.14004166666666,299.0,17.33159813358295
2018-11-25,44.75584112149533,279.1624166666667,500.0,24.655201105141998
2018-11-26,3.934579439252337,279.179375,500.0,24.99415367846767
2018-11-27,0.983644859813084,279.17729166666663,529.0,25.748708217258958
2018-11-28,0.0,279.1624166666667,529.0,25.619992934461564
2018-11-29,0.491822429906542,279.15299999999996,529.0,25.32058728702335
2018-11-30,6.393691588785046,279.152125,550.0,25.705775748824603
2018-12-01,25.574766355140188,279.1692083333333,550.0,25.892002026574687
2018-12-02,22.132009345794394,279.209875,524.0,26.294780504176003
2018-12-03,14.754672897196262,279.20075,1200.0,37.052096414238065
2018-12-04,9.83644859813084,279.189375,1200.0,36.69264030386398
2018-12-05,0.983644859813084,279.1705416666667,539.0,25.99248041361125
2018-12-06,0.983644859813084,279.169625,539.0,25.94940153050373
2018-12-07,0.0,279.165,539.0,25.868767107501963
2018-12-08,0.0,279.158625,539.0,25.81902742226744
2018-12-09,0.0,279.1562083333333,539.0,25.67716974247138
2018-12-10,0.0,279.15316666666666,539.0,25.562863089019007
2018-12-11,3.9345794392523366,279.1532916666667,539.0,25.64857546986932
2018-12-12,2.9509345794392523,279.1542083333333,539.0,25.562863089019007
2018-12-13,0.0,279.154375,539.0,25.59142213969477
2018-12-14,6.393691588785047,279.15341666666666,539.0,25.662872606170353
2018-12-15,10.820093457943925,279.1657083333333,539.0,25.848981666585505
2018-12-16,0.0,279.1612083333333,539.0,25.76302294902874
2018-12-17,0.0,279.15658333333334,539.0,25.720084617156886
2018-12-18,0.0,279.1451666666667,539.0,25.534315785887777
2018-12-19,1.9672897196261685,279.13124999999997,539.0,25.349046372704414
2018-12-20,28.52570093457944,279.16325,539.0,25.94940153050373
2018-12-21,0.0,279.165375,539.0,25.90634604981924
2018-12-22,0.0,279.15945833333336,539.0,25.748708217258958
2018-12-23,4.918224299065421,279.157,539.0,25.67716974247138
2018-12-24,68.85514018691589,279.19849999999997,539.0,26.511493957267056
2018-12-25,49.674065420560744,279.2803333333333,1500.0,41.10749409545373
2018-12-26,0.0,279.24562499999996,1500.0,39.788881632527136
2018-12-27,0.0,279.22841666666665,1500.0,38.985332029779855
2018-12-28,0.0,279.2031666666667,1500.0,37.82435981190856
2018-12-29,3.934579439252336,279.190625,529.0,26.078720042333707
2018-12-30,0.0,279.1949583333333,529.0,26.121880762455746
2018-12-31,0.0,279.19466666666665,529.0,26.078720042333707
2019-01-01,0.0,279.1855,1200.0,36.660026511998694
2019-01-02,0.0,279.16408333333334,529.0,25.619992934461564
2019-01-03,0.0,279.1585833333333,529.0,25.534315785887777
2019-01-04,0.0,279.15637499999997,529.0,25.477256436090364
2019-01-05,0.0,279.1598333333333,529.0,25.448744396348527
2019-01-06,0.0,279.1489583333333,529.0,25.334813886039505
2019-01-07,0.0,279.1451666666666,529.0,25.29213997838227
2019-01-08,0.0,279.142125,529.0,25.150080212930042
2019-01-09,0.0,279.14275,529.0,25.1075183032814
2019-01-10,0.0,279.134875,529.0,24.979997867648876
2019-01-11,0.0,279.125,529.0,24.796220689099428
2019-01-12,3.934579439252336,279.12225,529.0,24.683376572397616
2019-01-13,0.0,279.1213333333333,529.0,24.66928587379135
2019-01-14,29.017523364485985,279.1220416666667,529.0,24.767991887865826
2019-01-15,9.836448598130842,279.12870833333335,529.0,24.895116205505374
2019-01-16,0.983644859813084,279.12420833333334,529.0,24.824461332448067
2019-01-17,0.0,279.117125,529.0,24.683376572397616
2019-01-18,0.0,279.1089583333333,529.0,24.59886796407221
2019-01-19,0.0,279.1069166666667,529.0,24.48635597520283
2019-01-20,0.491822429906542,279.09679166666666,399.0,20.419629912597035
2019-01-21,0.0,279.087125,399.0,20.32770495674252
2019-01-22,0.0,279.09020833333335,329.0,18.004443752153236
2019-01-23,0.0,279.09516666666667,309.0,17.393499956341177
2019-01-24,3.1019607843137256,279.1135,309.0,17.418284092326093
2019-01-25,3.1019607843137256,279.122375,309.0,17.467891348141027
2019-01-26,0.0,279.12075,309.0,17.492714458242173
2019-01-27,0.0,279.117,309.0,17.467891348141027
2019-01-28,0.0,279.12212500000004,309.0,17.517550549996763
2019-01-29,0.0,279.13179166666663,309.0,17.567261659076454
2019-01-30,0.0,279.13825,309.0,17.592136666721895
2019-01-31,0.0,279.14279166666665,309.0,17.641925564071038
2019-02-01,0.0,279.1415416666667,309.0,17.61702463666158
2019-02-02,0.4431372549019608,279.138625,309.0,17.641925564071038
2019-02-03,0.0,279.13725,309.0,17.592136666721895
2019-02-04,0.0,279.13558333333333,309.0,17.592136666721895
2019-02-05,0.0,279.131125,309.0,17.54239961855582
2019-02-06,0.0,279.12904166666664,309.0,17.517550549996763
2019-02-07,0.0,279.12491666666665,309.0,17.44308122454854
2019-02-08,0.0,279.11745833333333,309.0,17.368728821467613
2019-02-09,0.0,279.113125,309.0,17.34397069258534
2019-02-10,0.0,279.1068333333333,309.0,17.31922557458056
2019-02-11,0.0,279.10166666666663,309.0,17.294493472345756
2019-02-12,0.0,279.09504166666665,309.0,17.19569531917443
2019-02-13,0.0,279.097625,219.0,13.486025933662424
2019-02-14,0.0,279.106625,219.0,13.519884726154281
2019-02-15,0.0,279.10875,219.0,13.519884726154281
2019-02-16,0.0,279.10825,219.0,13.55377130436541
2019-02-17,0.0,279.11266666666666,219.0,13.55377130436541
2019-02-18,0.0,279.1119166666667,219.0,13.59900431353405
2019-02-19,0.0,279.1166666666667,219.0,13.59900431353405
2019-02-20,0.0,279.1195,219.0,13.59900431353405
2019-02-21,0.0,279.12420833333334,219.0,13.621641628452052
2019-02-22,12.850980392156863,279.1387916666667,300.0,17.171034892023947
2019-02-23,4.874509803921569,279.15425,300.0,17.368728821467613
2019-02-24,1.3294117647058823,279.14883333333336,300.0,17.31922557458056
2019-02-25,0.0,279.13304166666666,300.0,17.294493472345756
2019-02-26,0.0,279.12375000000003,300.0,17.08479844179749
2019-02-27,0.0,279.11562499999997,300.0,17.023300794113055
2019-02-28,0.0,279.110125,199.0,12.693920404286839
2019-03-01,0.0,279.10879166666666,199.0,12.6388040590906
2019-03-02,0.0,279.1070416666667,199.0,12.6388040590906
2019-03-03,0.0,279.1075,199.0,12.616782969391211
2019-03-04,0.0,279.1105416666667,199.0,12.6388040590906
2019-03-05,0.0,279.10879166666666,199.0,12.6388040590906
2019-03-06,0.0,279.115875,199.0,12.660839290380084
2019-03-07,0.0,279.12108333333333,199.0,12.660839290380084
2019-03-08,11.964705882352943,279.129875,199.0,12.760174422970394
2019-03-09,0.4431372549019608,279.1463333333333,199.0,12.837629461838269
2019-03-10,0.4431372549019608,279.14725,199.0,12.904158331949418
2019-03-11,0.0,279.150875,199.0,12.893063150464382
2019-03-12,0.0,279.153625,199.0,12.915260545648971
2019-03-13,0.0,279.1547083333333,199.0,12.926362759348525
2019-03-14,0.0,279.15925,199.0,12.970813781980722
2019-03-15,0.4431372549019608,279.16524999999996,199.0,12.970813781980722
2019-03-16,0.8862745098039216,279.1694166666667,199.0,13.037595640321156
2019-03-17,0.0,279.172625,199.0,13.037595640321156
